Date,Notes,Notes_clean,Prediction
02/02/2018 15:32:25,Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_LCHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_PROG_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_SERV_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_SESS_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_VDURA_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.PK_W_D_MC_USAGE_VIEW or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_DEVICE_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc use view lchnl id index marked unusable index con dm uw stg idx w mc use view prog id index marked unusable index con dm uw stg idx w mc use view serv id index marked unusable index con dm uw stg idx w mc use view sess id index marked unusable index con dm uw stg idx w mc use view vdura id index marked unusable index con dm uw stg pk w mc usage view index marked unusable index con dm uw stg idx w mc use view device id index marked unusable,Index Unusable
02/02/2018 15:32:24,Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_DEVICE_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_SERV_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.PK_W_D_MC_USAGE_CUST or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_VIEW_CHNL_ID or some [sub]partitions of the index have been marked unusable.Index CON_DM_UW_STG.IDX_W_D_MC_USE_CUST_CHNL_ID or some [sub]partitions of the index have been marked unusable,index con dm uw stg idx w mc use cust device id index marked unusable index con dm uw stg idx w mc use cust serv id index marked unusable index con dm uw stg pk w mc usage cust index marked unusable index con dm uw stg idx w mc use view chnl id index marked unusable index con dm uw stg idx w mc use cust chnl id index marked unusable,Index Unusable
03/02/2018 23:24:33,Current log# 16 seq# 67114 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819.Current log# 16 seq# 67114 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Thread 3 advanced to log sequence 67114 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
01/02/2018 11:15:26,Archived Log entry 329030 added for thread 3 sequence 66813 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 17:31:11,"SMON: Failed to acquire SEG2, skipping transaction 772.67.380682",smon failed acquire skipping transaction,Instance Recovery
02/02/2018 08:07:51,Running KSFV I/O slave I601 os pid=46856,running ksfv slave os,KSFV
02/02/2018 17:31:12,SMON: Parallel transaction recovery tried.02/02/2018 17:31:43.***********************************************************************,smon parallel transaction recovery tried,Instance Recovery
04/02/2018 01:23:59,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_91790.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
04/02/2018 03:29:34,Archived Log entry 330519 added for thread 3 sequence 67131 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 08:07:59,Running KSFV I/O slave I701 os pid=50207,running ksfv slave os,KSFV
01/02/2018 23:22:41,Thread 3 advanced to log sequence 66879 (LGWR switch).Current log# 5 seq# 66879 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Current log# 5 seq# 66879 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
01/02/2018 19:26:20,Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable,index con dm uw mob stg idx w dly agg det usg type index marked unusable,Index Unusable
02/02/2018 01:00:43,Some indexes or index [sub]partitions of table QUEUEVIEW_OWNER.F_EDW_NRT_HOURLY_AGG_SR have been marked unusable,indexes index table queueview owner f edw nrt hourly agg sr marked unusable,Index Unusable
01/02/2018 13:27:27,Current log# 5 seq# 66831 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527.Thread 3 advanced to log sequence 66831 (LGWR switch).ALTER SYSTEM ARCHIVE LOG.Current log# 5 seq# 66831 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539,current tp onlinelog group thread advanced log sequence lgwr switch alter system archive log current tp onlinelog group,LGWR switch
01/02/2018 05:28:02,Archived Log entry 328843 added for thread 3 sequence 66769 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 09:14:33,Auto-tuning: Shutting down background process GTX1,auto tuning shutting background process,Background Process
03/02/2018 03:23:57,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_70797.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
02/02/2018 14:11:49,Archived Log entry 329712 added for thread 3 sequence 66966 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 08:29:08,Auto-tuning: Shutting down background process GTX1,auto tuning shutting background process,Background Process
04/02/2018 05:44:29,Archived Log entry 330595 added for thread 3 sequence 67144 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
03/02/2018 19:41:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_13281.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
04/02/2018 06:27:27,Current log# 5 seq# 67151 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527.Current log# 5 seq# 67151 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Thread 3 advanced to log sequence 67151 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
04/02/2018 10:08:41,"Resize operation completed for file# 2790, old size 14336000K, new size 15360000K",resize operation completed old size new size,Resize Operation
04/02/2018 06:27:24,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
03/02/2018 21:41:59,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_77520.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
03/02/2018 21:59:59,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_7860.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
01/02/2018 14:26:31,Running KSFV I/O slave I701 os pid=79653,running ksfv slave os,KSFV
03/02/2018 02:52:48,Current log# 15 seq# 67017 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Archived Log entry 329949 added for thread 3 sequence 67016 ID 0xb052a05f dest 1:.Current log# 15 seq# 67017 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Thread 3 advanced to log sequence 67017 (LGWR switch),current tp onlinelog group archived log entry added thread sequence id dest current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
04/02/2018 06:25:06,Thread 3 advanced to log sequence 31228 (LGWR switch).Archived Log entry 183100 added for thread 3 sequence 31227 ID 0x6d02838d dest 1:.Current log# 11 seq# 31228 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_11.267.929538781.Current log# 11 seq# 31228 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_11.267.929538767,thread advanced log sequence lgwr switch archived log entry added thread sequence id dest current merlp tp onlinelog group current merlp tp onlinelog group,LGWR switch
04/02/2018 01:37:46,Thread 3 advanced to log sequence 67121 (LGWR switch).Current log# 15 seq# 67121 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Current log# 15 seq# 67121 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
02/02/2018 21:40:20,opidcl aborting process unknown ospid (63157) as a result of ORA-2396,opidcl aborting process unknown ospid result ora,Aborting Process
05/02/2018 08:11:28,"Auto-tuning: Starting background process GTX3.GTX3 started with pid=1145, OS id=2949.Starting background process GTX3",auto tuning starting background process started os starting background process,Background Process
03/02/2018 08:46:53,KSFV I/O slave I601 dp=0x8a86f3a0 exiting,ksfv slave exiting,KSFV
02/02/2018 05:23:28,Archived Log entry 181999 added for thread 3 sequence 31045 ID 0x6d02838d dest 1:.Current log# 9 seq# 31046 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_9.262.929538711.Thread 3 advanced to log sequence 31046 (LGWR switch).Current log# 9 seq# 31046 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_9.262.929538727,archived log entry added thread sequence id dest current merlp tp onlinelog group thread advanced log sequence lgwr switch current merlp tp onlinelog group,LGWR switch
02/02/2018 09:46:39,opidcl aborting process unknown ospid (51652) as a result of ORA-2396,opidcl aborting process unknown ospid result ora,Aborting Process
06/02/2018 01:15:49,Archived Log entry 183733 added for thread 3 sequence 31340 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
06/02/2018 01:15:48,Thread 3 advanced to log sequence 31341 (LGWR switch).Current log# 12 seq# 31341 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_12.268.929538793.Current log# 12 seq# 31341 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_12.268.929538807,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group,LGWR switch
05/02/2018 14:54:19,Client address: (ADDRESS=(PROTOCOL=tcp)(HOST=172.31.160.97)(PORT=65430)).05/02/2018 14:54:19.VERSION INFORMATION:.TNS for Linux: Version 12.1.0.2.0 - Production.Oracle Bequeath NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.TCP/IP NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.Time: 05-FEB-2018 14:54:19.Tracing not turned on..Tns error struct:.ns main err code: 12535.05/02/2018 14:54:19.TNS-12535: TNS:operation timed out.ns secondary err code: 12560.nt main err code: 505.05/02/2018 14:54:19.TNS-00505: Operation timed out.nt secondary err code: 110.nt OS err code: 0.05/02/2018 14:54:19.Fatal NI connect error 12170..05/02/2018 14:55:59.***********************************************************************,client address address protocoltcp version information tns linux version production oracle bequeath nt protocol adapter linux version production tcp ip nt protocol adapter linux version production time feb tracing turned tns error struct ns main err code tns tns operation timed ns secondary err code nt main err code tns operation timed nt secondary err code nt os err code fatal ni connect error,Fatal NI
01/02/2018 18:49:25,"Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_PROM_KEY or some [sub]partitions of the index have been marked unusable.of [sub]partition P20180120 of table F_DLY_MOB_USAGE_AGG_SUM.SYS_STSMH#OC7$L96BQM3JHJTA1UGX.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.Deleted statistics for columns:.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable",index con dm uw mob stg idx w dly agg det prom key index marked unusable table f dly mob usage agg sum sys sys deleted statistics columns index con dm uw mob stg idx w dly agg det usg type index marked unusable,Index Unusable
05/02/2018 10:13:38,Running KSFV I/O slave I701 os pid=37378,running ksfv slave os,KSFV
03/02/2018 11:35:04,Archived Log entry 330221 added for thread 3 sequence 67074 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 03:48:46,Current log# 15 seq# 66761 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Thread 3 advanced to log sequence 66761 (LGWR switch).Current log# 15 seq# 66761 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
04/02/2018 06:48:02,Current log# 5 seq# 67155 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Thread 3 advanced to log sequence 67155 (LGWR switch).Current log# 5 seq# 67155 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
04/02/2018 06:48:00,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_86736.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
06/02/2018 01:15:46,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
01/02/2018 08:16:52,Thread 3 advanced to log sequence 30988 (LGWR switch).Current log# 11 seq# 30988 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_11.267.929538781.Current log# 11 seq# 30988 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_11.267.929538767.Archived Log entry 181675 added for thread 3 sequence 30987 ID 0x6d02838d dest 1:,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group archived log entry added thread sequence id dest,LGWR switch
02/02/2018 07:07:15,Archived Log entry 182043 added for thread 3 sequence 31052 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 07:07:14,Thread 3 advanced to log sequence 31053 (LGWR switch).Current log# 12 seq# 31053 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_12.268.929538793.Current log# 12 seq# 31053 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_12.268.929538807,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group,LGWR switch
02/02/2018 06:24:07,Archived Log entry 329514 added for thread 3 sequence 66915 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 08:41:26,Thread 3 advanced to log sequence 67177 (LGWR switch).Current log# 15 seq# 67177 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Current log# 15 seq# 67177 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
02/02/2018 12:26:29,Running KSFV I/O slave I801 os pid=30325,running ksfv slave os,KSFV
04/02/2018 06:42:06,"SYS_STSER286VML3MV2XPDS50_QE8X,.SYS_STSR8NCH1JIGSTAU2QF0NIVYKI,.SYS_STSI9B_7891$G$2B8DU923HP3M.of [sub]partition P_JD of table H_EDW_PROPENSITY_MASTER.SYS_STSR8SLJJPUUDSHW2$CAJ2VEXH,.SYS_STS20GAYNJH_7YFB9C31M#O9YB,.Deleted statistics for columns:",sys sys sys p jd table h edw propensity master sys sys deleted statistics columns,Partition
05/02/2018 11:11:26,Archived Log entry 331384 added for thread 3 sequence 67330 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 04:08:47,Client address: (ADDRESS=(PROTOCOL=tcp)(HOST=10.154.17.192)(PORT=50969)).01/02/2018 04:08:47.ns secondary err code: 12560.TNS-12535: TNS:operation timed out.ns main err code: 12535.Tns error struct:.Tracing not turned on..Time: 01-FEB-2018 04:08:47.01/02/2018 04:08:47.VERSION INFORMATION:.TNS for Linux: Version 12.1.0.2.0 - Production.Oracle Bequeath NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.TCP/IP NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.01/02/2018 04:08:47.Fatal NI connect error 12170..01/02/2018 04:08:47.***********************************************************************.nt main err code: 505.01/02/2018 04:08:47.TNS-00505: Operation timed out.nt secondary err code: 110.nt OS err code: 0,client address address protocoltcp ns secondary err code tns tns operation timed ns main err code tns error struct tracing turned time feb version information tns linux version production oracle bequeath nt protocol adapter linux version production tcp ip nt protocol adapter linux version production fatal ni connect error nt main err code tns operation timed nt secondary err code nt os err code,Fatal NI
04/02/2018 06:42:01,"SYS_STSR8NCH1JIGSTAU2QF0NIVYKI,.SYS_STSI9B_7891$G$2B8DU923HP3M.of [sub]partition P_CX of table H_EDW_PROPENSITY_MASTER.SYS_STSR8SLJJPUUDSHW2$CAJ2VEXH,.SYS_STSER286VML3MV2XPDS50_QE8X,.SYS_STS20GAYNJH_7YFB9C31M#O9YB,.Deleted statistics for columns:",sys sys p cx table h edw propensity master sys sys sys deleted statistics columns,Partition
02/02/2018 07:07:19,Archived Log entry 329533 added for thread 3 sequence 66921 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 03:05:57,Thread 3 advanced to log sequence 67125 (LGWR switch).Current log# 15 seq# 67125 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Current log# 15 seq# 67125 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
02/02/2018 16:19:06,opidcl aborting process unknown ospid (95636) as a result of ORA-2396.opidcl aborting process unknown ospid (95395) as a result of ORA-2396,opidcl aborting process unknown ospid result ora opidcl aborting process unknown ospid result ora,Aborting Process
02/02/2018 05:12:40,Archived Log entry 181982 added for thread 3 sequence 31042 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 16:19:00,KSFV I/O slave I601 dp=0x831f03b8 exiting,ksfv slave exiting,KSFV
02/02/2018 18:22:50,Running KSFV I/O slave I801 os pid=69349.02/02/2018 18:23:33.***********************************************************************.02/02/2018 18:23:33.Fatal NI connect error 12170.,running ksfv slave os fatal ni connect error,KSFV
02/02/2018 17:25:48,Running KSFV I/O slave I601 os pid=21574,running ksfv slave os,KSFV
01/02/2018 12:23:32,Thread 3 advanced to log sequence 66823 (LGWR switch).Current log# 5 seq# 66823 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Current log# 5 seq# 66823 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
04/02/2018 04:59:34,Current log# 15 seq# 67141 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Current log# 15 seq# 67141 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Thread 3 advanced to log sequence 67141 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
03/02/2018 09:23:03,KSFV I/O slave I601 dp=0x8a86f3a0 exiting,ksfv slave exiting,KSFV
04/02/2018 17:14:53,KSFV I/O slave I601 dp=0x8a86f3a0 exiting,ksfv slave exiting,KSFV
02/02/2018 16:15:32,Running KSFV I/O slave I601 os pid=8295,running ksfv slave os,KSFV
04/02/2018 00:51:42,Archived Log entry 182951 added for thread 3 sequence 31202 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 05:39:09,Current log# 15 seq# 67145 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Thread 3 advanced to log sequence 67145 (LGWR switch).Current log# 15 seq# 67145 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
04/02/2018 10:25:22,ORA-1652: unable to extend temp segment by 64 in tablespace TBS_NEW_DATA_1 [EDW01P].ORA-1652: unable to extend temp segment by 4096 in tablespace TBS_NEW_DATA_1 [EDW01P],ora unable extend temp segment tablespace tbs new data ora unable extend temp segment tablespace tbs new data,Tablespace Encription
01/02/2018 18:28:03,Thread 3 advanced to log sequence 66859 (LGWR switch).Current log# 5 seq# 66859 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527.Current log# 5 seq# 66859 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
04/02/2018 06:14:15,Archived Log entry 183095 added for thread 3 sequence 31226 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 18:00:07,Note: Some NFS servers require 'insecure' to be specified as part of the export..Direct NFS: Please check the permissions for server 10.9.191.153.,note nfs servers require specified part export direct nfs please check permissions server,NFS Permission
04/02/2018 10:16:31,"Resize operation completed for file# 2790, old size 23552000K, new size 24576000K",resize operation completed old size new size,Resize Operation
05/02/2018 16:46:04,Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable,index con dm uw mob stg idx w dly agg det usg type index marked unusable,Index Unusable
03/02/2018 01:01:53,Some indexes or index [sub]partitions of table QUEUEVIEW_OWNER.F_EDW_NRT_HOURLY_AGG_ACTIVITY have been marked unusable,indexes index table queueview owner f edw nrt hourly agg activity marked unusable,Index Unusable
05/02/2018 21:18:52,KSFV I/O slave I601 dp=0x831f03b8 exiting,ksfv slave exiting,KSFV
04/02/2018 03:35:52,Current log# 15 seq# 67133 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Thread 3 advanced to log sequence 67133 (LGWR switch).Current log# 15 seq# 67133 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
01/02/2018 11:16:08,"Starting background process GTX1.GTX1 started with pid=826, OS id=94657.Auto-tuning: Starting background process GTX1",starting background process started os auto tuning starting background process,Background Process
05/02/2018 21:22:54,Archived Log entry 331547 added for thread 3 sequence 67377 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 03:35:58,Archived Log entry 330526 added for thread 3 sequence 67132 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 03:35:59,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_25256.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
01/02/2018 21:16:20,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
01/02/2018 08:06:26,Thread 3 advanced to log sequence 66787 (LGWR switch).Current log# 5 seq# 66787 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527.Current log# 5 seq# 66787 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
03/02/2018 00:30:48,Archived Log entry 329867 added for thread 3 sequence 67003 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
03/02/2018 11:51:09,Archived Log entry 330233 added for thread 3 sequence 67077 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 07:43:32,Current log# 5 seq# 67303 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_5.259.888832539.Thread 3 advanced to log sequence 67303 (LGWR switch).Current log# 5 seq# 67303 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_5.259.888832527,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
02/02/2018 17:16:29,Current log# 12 seq# 31077 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_12.268.929538793.Current log# 12 seq# 31077 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_12.268.929538807.Thread 3 advanced to log sequence 31077 (LGWR switch).Archived Log entry 182167 added for thread 3 sequence 31076 ID 0x6d02838d dest 1:,current merlp tp onlinelog group current merlp tp onlinelog group thread advanced log sequence lgwr switch archived log entry added thread sequence id dest,LGWR switch
05/02/2018 01:04:01,Some indexes or index [sub]partitions of table QUEUEVIEW_OWNER.F_EDW_NRT_HOURLY_AGG_ACT_ERROR have been marked unusable,indexes index table queueview owner f edw nrt hourly agg act error marked unusable,Index Unusable
02/02/2018 17:16:27,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
03/02/2018 10:29:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_51531.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
06/02/2018 03:43:50,Thread 3 advanced to log sequence 67413 (LGWR switch).Current log# 15 seq# 67413 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759.Current log# 15 seq# 67413 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
03/02/2018 03:59:57,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_96949.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
