"","HOUSEHOLD_ID","CHURN","RECENCY","VISIT_DEC","VISIT_SEP_OCT","VISIT_JAN_AUG","PUR_DEC","PUR_SEP_OCT","PUR_JAN_AUG"
"17449",400121495893,0,0,12,10,6.125,4506.51,385.933333333333,291.38125
"17450",400017730150,0,0,8,7.66666666666667,6.375,4307.02,257.72,347.7325
"17455",400017711181,0,17,1,3.66666666666667,3.875,5597.18,298.01,511.17125
"17468",400121483289,0,0,15,10.3333333333333,7,4684.45,307.723333333333,308.7925
"17473",400017711641,0,0,9,8.33333333333333,6.25,6344.47,358.833333333333,512.045
"17482",400121461945,0,7,3,6,5.625,6189.15,473.346666666667,486.2325
"17483",400017741742,0,3,4,8,4.375,4351.74,255.386666666667,337.64375
"17489",400017737418,0,1,6,5,5.875,4539.89,212.41,428.92625
"17562",400121491845,0,19,1,7.66666666666667,2.25,4022.63,271.806666666667,292.02875
"17823",400017745204,0,0,48,31.6666666666667,23.125,4681.7,182.043333333333,387.6925
"17831",400017743824,0,4,8,9.33333333333333,6.625,4509.89,284.823333333333,348.39875
"17833",400017745480,0,0,11,10.6666666666667,10.5,5508.01,316.166666666667,459.51875
"17834",400003294043,0,1,27,16,17.625,9770.74,479.933333333333,748.61375
"17838",400014841120,0,0,13,6.33333333333333,6.5,6053.72,322.686666666667,462.05875
"17839",400017716868,0,0,43,41.6666666666667,46.5,9525.6,560.26,757.23
"17844",400017748056,0,29,1,3.33333333333333,10,7883.9,207.476666666667,852.215
"17848",400017717880,0,1,3,5.33333333333333,12.625,5196.24,88.6466666666667,575.9175
"17849",400017747964,0,0,12,7.66666666666667,7.25,5521.32,254.59,410.1425
"17853",400017719260,0,0,14,16,9.25,4636.11,266.556666666667,412.18875
"17858",400012970543,0,5,5,5.66666666666667,7,6362.61,370.176666666667,505.9675
"17861",400017723860,0,15,5,4,6.125,4596.34,142.016666666667,419.7275
"17865",400017702867,0,11,7,8.66666666666667,1.125,4489.79,440.526666666667,156.32375
"17869",400017733704,0,9,5,9.33333333333333,6.5,4474.02,321.953333333333,355.14375
"17871",400017721560,0,5,8,7.33333333333333,9.125,7257.86,380.06,605.59
"17872",400017742536,0,0,19,10.6666666666667,15.25,4736.23,147.276666666667,398.75375
"17879",400017712987,0,0,3,5.33333333333333,6.625,5243.12,287.456666666667,438.11625
"17894",400017740328,0,7,4,5.33333333333333,5.25,6840.53,350.386666666667,575.3025
"17907",400121466327,1,169,NA,NA,3.125,6584.29,NA,823.03625
"17908",400017740512,0,7,4,5.33333333333333,3.875,4706.91,190.523333333333,422.4075
"17923",400017740972,0,3,7,5.66666666666667,6.25,5361.48,267.18,450.52875
"18238",400017714387,0,1,6,5.66666666666667,6.375,15843.57,625.136666666667,1512.075
"18240",400017744028,0,2,12,12,12.875,6352.99,334.863333333333,513.1925
"18246",400017700219,0,2,12,20.3333333333333,20.75,7655.14,530.66,591.53125
"18248",400017715031,0,1,14,12.6666666666667,13,4676.99,295.696666666667,369.99625
"18250",400013649049,0,0,19,16,11.25,4890.09,348.616666666667,380.285
"18251",400017721764,0,4,5,10,10.25,4330.12,246.726666666667,386.4425
"18254",400017747616,0,0,9,5,5.75,5480.92,222.473333333333,460.89
"18256",400017734920,0,1,7,7.66666666666667,6.75,9679.27,611.023333333333,788.615
"18257",400017740348,0,0,10,9,6.125,6788.39,378.303333333333,524.505
"18269",400017736392,0,0,17,22,11.375,6475.44,476.933333333333,454.1475
"18270",400017746880,0,1,12,13.6666666666667,11.5,6816.03,411.053333333333,539.82625
"18271",400017741912,0,0,13,15,11.25,4642,278.313333333333,397.37625
"18272",400121458159,0,81,NA,8.66666666666667,8.75,4471.99,346.373333333333,429.10875
"18274",400017717992,0,4,8,7.33333333333333,8.5,4340.68,195.536666666667,387.32125
"18279",400017731424,0,2,63,40,31,4391.57,220.756666666667,276.48
"18281",400017719740,0,5,5,5.66666666666667,4.375,4664.76,303.543333333333,369.74125
"18288",400017721672,0,16,7,6.66666666666667,4.125,4286.08,354.126666666667,285.88
"18299",400014834424,0,4,4,7.33333333333333,5,4164.44,206.066666666667,383.40875
"18304",400017712547,0,4,13,19,11.25,5924.74,365.57,486.87125
"18308",400017722868,0,0,14,11,12.875,5985.12,299.086666666667,450.36
"18309",400017748260,0,1,12,9.66666666666667,22.375,4446.73,49.51,516.3
"18332",400121514756,0,8,4,6.33333333333333,4.75,6793.1,438.506666666667,562.03625
"18334",400017680899,0,0,4,4,7,6510.72,208.206666666667,637.715
"18347",400121410118,0,57,NA,3.33333333333333,2.125,4044.75,358.113333333333,363.97875
"18349",400017711443,0,0,4,3.33333333333333,4.625,4433.82,280.7,383.9625
"18454",400017357986,0,0,8,4,7.875,4733.52,10.4966666666667,470.5525
"18662",400017735898,0,1,21,19,17,8580.83,537.79,719.8975
"18664",400017736910,0,0,34,27.3333333333333,9.75,8141.37,449.116666666667,556.61375
"18668",400017720074,0,2,5,8,7.5,7250.94,453.946666666667,632.10875
"18671",400017724214,0,3,12,9.66666666666667,8.5,5558.9,355.566666666667,454.8875
"18678",400017681049,0,4,5,4.33333333333333,7.625,5830.34,195.03,591.705
"18679",400011322936,0,71,NA,2,10.5,4154.21,84.8566666666667,487.455
"18680",400017714445,0,1,14,19,21.375,7945.92,375.086666666667,746.51625
"18681",400017717130,0,3,11,12.6666666666667,19.625,5209.65,256.686666666667,462.71375
"18683",400121483425,0,1,5,5,4.75,4216.08,296.65,297.81125
"18684",400017721546,0,3,4,5,5.625,5739.62,272.3,504.6675
"18686",400015948247,0,1,26,21.6666666666667,22.125,9668.12,436.046666666667,645.76625
"18688",400017724030,0,1,10,7.33333333333333,6.875,6770.86,420.6,509.0875
"18696",400017746938,0,1,8,11,7.875,7302.78,455.036666666667,561.48375
"18698",400017716854,0,1,8,11.3333333333333,6.625,5497.1,359.33,389.80125
"18699",400017731574,0,0,15,7.33333333333333,7.125,7282.54,400.58,613.0625
"18703",400017730838,0,10,12,14.6666666666667,13.75,5102.71,240.676666666667,431.59875
"18706",400121517850,0,2,16,15.6666666666667,12.125,12559.25,925.65,876.9025
"18710",400017731850,0,0,7,5.33333333333333,4.375,5012.74,331.046666666667,380.41375
"18717",400017734426,0,0,13,9.33333333333333,10,4584.03,234.02,385.91875
"18718",400017735530,0,2,12,5.66666666666667,9.25,4218.27,67.86,375.7775
"18721",400017727802,0,6,8,13.6666666666667,8.5,5867.29,485.33,410.43625
"18722",400017742522,0,2,9,15,6.5,4273.7,357.5,281.905
"18726",400017732034,0,18,3,8,6.625,4709.64,283.456666666667,400.0875
"18743",400017741878,0,2,7,7.33333333333333,6,5895.45,468.383333333333,405.47125
"18745",400017732494,0,1,8,5.33333333333333,5.25,5519.32,376.123333333333,451.41
"18754",400121435384,0,3,5,7.66666666666667,8.75,6592.82,419.676666666667,575.12
"18776",400121531006,1,127,NA,NA,8.5,4579.18,NA,572.3975
"19102",400017734467,0,0,17,14.3333333333333,13,10072.57,606.886666666667,761.89125
"19103",400017713382,0,0,6,4.66666666666667,6.75,4873.13,382.013333333333,328.10375
"19104",400017710990,0,1,7,10.3333333333333,10.875,4023.6,191.963333333333,346.55625
"19108",400017743667,0,1,13,20.6666666666667,13.25,6801.11,399.686666666667,498.88625
"19109",400017728579,0,0,32,27.3333333333333,29.25,7786.17,441.703333333333,585.77625
"19111",400017731891,0,4,11,10.3333333333333,11,12312.43,726.566666666667,1001.55125
"19114",400000219367,0,1,16,16.3333333333333,13.375,5923.78,371.536666666667,440.18
"19122",400017744403,0,7,10,6.66666666666667,6.25,5166.55,335.036666666667,437.31375
"19125",400017735939,0,0,7,9.33333333333333,13.25,5835.19,201.896666666667,589.86625
"19126",400017498603,0,0,13,15.3333333333333,36.875,10170.24,363.36,968.56625
"19135",400017732075,0,4,16,21.6666666666667,19.125,8151.23,548.21,656.43125
"19141",400017715682,0,2,11,5.66666666666667,7.25,4818.2,207.01,403.27625
"19149",400121425213,0,1,9,8.66666666666667,8.125,4137.75,196.356666666667,354.6925
"19154",400121515131,0,2,13,18,15.75,8036.35,500.706666666667,674.56625
"19156",400017741091,0,3,18,14.3333333333333,16.625,11128.36,819.66,875.78875
"19157",400017740631,0,1,10,7.33333333333333,7.375,6838.71,381.76,543.38875
"19168",400017721219,0,8,6,4.33333333333333,3.25,9671.31,1039.80666666667,560.93125
"19173",400017713934,0,3,9,11,9.25,5912.87,316.633333333333,474.81875
"19178",400017741551,0,2,6,4,5.375,5952.76,219.566666666667,523.98875
"19179",400017726463,0,7,13,13,9.875,4965.47,284.636666666667,398.3825
"19180",400017727291,1,111,NA,0.333333333333333,5.375,4174.48,0.513333333333333,521.6175
"19188",400014834615,0,17,3,4.66666666666667,11.25,4217.53,90.82,455.52625
"19194",400017730419,0,32,NA,2,3,4854.2,317.02,461.65875
"19199",400017712554,0,2,6,6,5.375,8256.89,396.886666666667,673.51125
"19227",400121515315,0,7,3,2.66666666666667,3.25,6343.67,277.136666666667,602.63875
"19285",400017725727,1,277,NA,NA,13.125,4718.46,NA,589.8075
"19551",400017705323,0,0,8,13.6666666666667,13.625,5813,269.99,519.45375
"19552",400017727052,0,0,19,21,18.75,8069.67,467.143333333333,660.56125
"19553",400017716656,0,0,37,30.3333333333333,28.125,12503.74,968.346666666667,880.5075
"19555",400017739196,0,4,9,14.6666666666667,11.875,9302.92,586.443333333333,716.01125
"19559",400017713879,0,0,12,11.3333333333333,10.25,4750.75,201.34,411.57125
"19566",400017684899,0,2,8,5.33333333333333,4.5,6270.41,367.903333333333,482.24
"19570",400017716087,0,0,12,11.3333333333333,10.25,13842.76,875.676666666667,1020.94625
"19571",400017715259,0,3,15,22.3333333333333,18.125,13469.83,784.816666666667,1056.37375
"19573",400017732940,0,11,13,9.66666666666667,13.25,5430.65,191.67,474.5325
"19581",400017743244,0,0,6,8,12,4459.85,75.6666666666667,474.86875
"19587",400121503116,0,86,NA,3.66666666666667,6.875,4819.11,188.243333333333,531.7975
"19593",400017714615,0,7,9,11.6666666666667,14.875,4066.16,112.133333333333,411.6675
"19594",400017714155,0,0,13,11,12.125,4020.34,180.116666666667,362.23125
"19600",400017738092,0,3,8,5.66666666666667,5.625,4817.34,252.566666666667,390.82375
"19602",400121428378,0,1,9,10,12.375,12592.8,849.063333333333,1002.94625
"19603",400121478811,0,0,33,37,20.625,4624.77,385.816666666667,266.50625
"19613",400017725856,0,53,NA,1.66666666666667,10,4223.21,34.8766666666667,508.1175
"19618",400017734872,0,11,6,8.33333333333333,6.5,4920.07,304.843333333333,383.49375
"19622",400017715719,0,0,20,12.6666666666667,9,6213.97,465.936666666667,440.89
"19628",400017743704,0,0,9,11.6666666666667,12.75,4692.62,281.386666666667,401.26
"19654",400121470255,0,9,8,5.33333333333333,4,4914.51,427.873333333333,337.1575
"19655",400017729996,0,9,5,6.33333333333333,4.375,5702.45,282.81,472.64375
"19980",400121464140,0,19,2,1.66666666666667,3.25,4831.35,145.146666666667,468.64625
"19981",400017678140,0,1,14,12.6666666666667,16,5082.65,148.726666666667,482.855
"19984",400017736117,0,0,14,17,13.875,8827.46,633.54,647.15625
"19990",400017740809,0,14,3,4.66666666666667,7.25,7289.42,300.233333333333,629.145
"19993",400002437691,0,2,5,7.66666666666667,9.5,16018.35,829.95,1436.825
"19995",400017732805,0,2,6,7.33333333333333,4.75,5047.52,308.326666666667,398.22625
"19997",400017733357,0,1,9,8.66666666666667,7.875,7069.26,363.443333333333,584.81875
"20000",400017709604,0,2,13,12,12,5442.9,267.44,461.19875
"20004",400121469660,0,5,4,11.6666666666667,11.25,9808.38,592.94,860.7075
"20005",400017727929,0,0,13,6,6.625,5950.35,248.44,481.71375
"20008",400121417111,0,2,10,13.6666666666667,9.25,5844.83,466.186666666667,428.12625
"20011",400017716044,0,0,11,9.66666666666667,12.625,8272.41,393.83,712.88
"20014",400121446936,0,0,6,5,5.5,10317.51,506.803333333333,899.37
"20023",400121524601,0,54,NA,11.3333333333333,10.25,8527.87,591.04,821.055
"20024",400017700404,0,5,7,3.66666666666667,4.375,4511.2,210.606666666667,370.47875
"20025",400121427599,0,0,8,8.33333333333333,4,5935.62,414.893333333333,376.0175
"20026",400017687892,0,0,4,6,6,5046.28,270.426666666667,445.29125
"20034",400017744029,0,11,1,5,7.75,4051.8,119.58,425.75875
"20042",400017720661,0,0,11,10,10.125,9522.18,426.603333333333,788.74125
"20048",400017731149,0,0,9,11,11,5475.19,294.623333333333,457.19625
"20068",400014637678,0,12,4,4,4.75,6580.68,384.863333333333,577.63
"20077",400017734921,0,1,6,6.33333333333333,6,5151.03,249.123333333333,428.07
"20087",400017745409,0,0,15,11,12.875,4919.58,242.23,378.61375
"20128",400017734553,0,0,9,6.66666666666667,6.875,4552.21,247.313333333333,391.325
"20415",400017747266,0,0,11,9.33333333333333,9.125,5754.21,324.093333333333,414.92125
"20416",400017732822,0,3,11,12.6666666666667,12.875,4945.13,245.043333333333,408.7
"20422",400017669601,0,11,2,3,3.75,4424.57,176.42,406.97375
"20423",400017748094,0,1,12,7.66666666666667,6.375,6201.79,363.81,471.325
"20426",400015601357,0,0,5,8,7.5,4155.05,209.833333333333,368.9375
"20428",400017717458,0,0,10,9,8.625,5432.69,321.046666666667,430.04375
"20429",400121515142,0,5,6,11,10.125,4889.38,269.26,416.755
"20432",400121458177,0,0,9,12,9.125,8945.74,645.456666666667,680.7025
"20433",400017718378,0,0,7,8.33333333333333,8,5086.24,308.11,434
"20439",400017717826,0,1,6,5.33333333333333,4.75,4140.91,208.97,334.61875
"20440",400017737330,0,1,26,19,16.5,6256.46,431.46,478.94375
"20444",400121511462,0,1,21,17.6666666666667,15,17448.85,1051.39,1277.17875
"20446",400017716630,0,3,6,8.66666666666667,8.75,8428.36,406.963333333333,708
"20447",400017728314,0,0,12,7.66666666666667,8.375,6090.33,303.51,496.3975
"20449",400017709345,0,0,19,19.6666666666667,17,4209.81,254.253333333333,338.72875
"20450",400017718194,0,1,8,9.66666666666667,8,5680.64,236.39,484.26875
"20454",400017744506,0,10,5,8.33333333333333,8.25,7460.42,413.67,683.97375
"20457",400017699041,0,11,2,4.66666666666667,5.125,6111.64,366.846666666667,544.3125
"20458",400017735950,0,0,4,8.33333333333333,7.625,4376.42,170.066666666667,469.62375
"20468",400017727578,0,4,7,5.33333333333333,4.25,6993.86,394.43,576.44
"20471",400017731258,0,1,17,11.3333333333333,13.25,14755.62,713.523333333333,1241.65375
"20474",400017707781,0,1,4,4,4.625,4805.81,302.65,378.615
"20480",400017725738,0,70,NA,3,7.875,5704.16,281.213333333333,607.565
"20490",400017711737,0,12,9,6.66666666666667,4.875,5705.23,347.48,388.575
"20496",400017721690,0,1,11,14.6666666666667,7.125,5200.14,386.643333333333,329.55125
"20500",400017720954,0,10,2,8.33333333333333,6.25,7200.93,620.466666666667,602.58875
"20501",400017731994,0,4,11,9.66666666666667,9.125,6333.67,290.89,528.43375
"20509",400017733650,0,7,4,8,4.375,4849.74,278.523333333333,347.12375
"20522",400017737054,0,5,8,5,5.125,4811.35,203.33,403.5675
"20528",400017734110,0,0,6,4.66666666666667,5,4460.2,178.843333333333,381.54875
"20535",400017726290,0,4,4,8.66666666666667,7.125,4950.71,170.376666666667,432.79125
"20553",400017706585,0,0,20,8.66666666666667,4.75,4195.97,134.12,228.9775
"20865",400017735373,0,5,7,10,10.125,19219.74,1216.20666666667,1524.665
"20868",400121465604,0,18,15,29.3333333333333,18.875,6140.94,403.276666666667,491.70625
"20869",400017723965,0,0,29,22.3333333333333,7.25,6630.71,522.36,314.21
"20877",400121524593,0,0,35,35.6666666666667,26.25,21136.89,1230.72333333333,1698.8175
"20882",400017744389,0,0,10,9.66666666666667,8.375,6448.64,307.406666666667,569.555
"20883",400017732889,0,8,4,6,5.375,6314.99,363.12,529.77875
"20886",400017718997,0,3,10,11,10.375,7959.96,310.42,687.23
"20892",400015683137,0,0,36,49,28.5,10140.06,784.603333333333,729.72875
"20896",400017729393,0,3,10,13.3333333333333,7.375,10437.76,936.28,670.80375
"20905",400017697084,0,0,17,19.6666666666667,17.125,7837.49,492.426666666667,641.9725
"20906",400017733533,0,0,10,8.33333333333333,8.125,10798.36,650.08,847.64625
"20912",400017713828,0,1,8,10,8.125,4193.04,280.156666666667,282.585
"20919",400017735005,0,0,3,6,6.75,4533.09,194.283333333333,410.10875
"20931",400017719641,0,1,11,9.33333333333333,7.125,4139.66,219.283333333333,318.87
"20933",400017748529,0,2,12,7.33333333333333,7.125,5631.68,402.566666666667,433.0325
"20945",400017707480,0,0,6,7,8.5,4769.41,245.313333333333,415.02125
"20950",400017735925,0,13,2,7.66666666666667,13.125,5514.33,84.15,624.19625
"20968",400014750939,0,8,3,4,3.625,4528.55,301.303333333333,358.80625
"20970",400121456128,0,2,7,4,5.875,4873.38,318.59,386.44875
"21013",400017741905,0,31,NA,2.66666666666667,4.5,4741.71,215.066666666667,452.535
"21316",400017710366,0,1,12,14,9.375,7333.69,638.683333333333,491.5875
"21318",400017736051,0,2,19,21.6666666666667,14.25,7985.13,499.543333333333,640.665
"21321",400014834543,0,0,18,10.6666666666667,11.5,6427.82,259.633333333333,520.59625
"21328",400017733199,0,0,53,46.6666666666667,48.125,7445.3,476.556666666667,624.04875
"21340",400017722619,0,3,8,7.33333333333333,6.25,4605.4,251.586666666667,394.9375
"21341",400017725379,0,3,3,5,4.625,5515.37,329.09,462.745
"21343",400017744239,0,2,19,17,13.125,11965.67,708.28,961.2625
"21350",400002778587,0,0,19,20.6666666666667,17.375,4945.7,285.373333333333,406.62625
"21354",400017732831,0,0,6,4.33333333333333,4,4306.1,236.693333333333,357.15
"21357",400017744147,0,11,15,13,11.625,10018.78,570.79,792.4625
"21371",400121517911,0,20,3,6.33333333333333,5,5708.45,408.026666666667,481.725
"21374",400017717099,0,2,9,7.33333333333333,7.875,4488.57,231.553333333333,371.11625
"21376",400017714230,0,0,13,4.33333333333333,6.875,4595.87,174.49,379.255
"21377",400013492090,0,3,6,10,10.875,4990.36,324.363333333333,400.01375
"21382",400017730255,0,0,12,18,8.875,4684.46,409.203333333333,312.60375
"21384",400017722251,0,18,3,2.66666666666667,3.75,8380.49,320.026666666667,798.06625
"21386",400017726943,0,1,6,5,4,13193.7,982.723333333333,950.5925
"21389",400017723539,0,1,8,10,6.625,6159.11,312.883333333333,475.20375
"21392",400017715518,1,154,NA,NA,12.375,4088.71,NA,511.08875
"21395",400121501903,0,1,9,8,8.25,7633.93,416.583333333333,653.89
"21397",400017711102,0,0,14,19.6666666666667,16.25,6007.79,289.203333333333,493.3875
"21402",400017718203,0,0,16,16,12.75,4936.27,243.273333333333,398.16
"21413",400017720687,0,0,6,6.33333333333333,4.75,4235.34,389.07,286.81875
"21428",400017713770,0,0,15,9,6.875,6779.26,306,558.40375
"21430",400017715242,0,0,13,8.33333333333333,9.875,4092.55,249.843333333333,322.04875
"21431",400017686814,0,0,10,10,7.75,8681.21,585.87,679.32625
"21439",400017722527,0,22,1,4.33333333333333,6,4186.37,240.94,409.26
"21447",400121341404,0,12,5,4.33333333333333,7.125,5959.64,115.183333333333,590.34
"21448",400121386133,0,7,7,6,7.25,6517.76,352.906666666667,555.15875
"21462",400017738351,0,1,14,7.66666666666667,6.375,4437.69,256.95,318.9175
"21463",400017689022,0,1,15,11.3333333333333,5.5,4693.38,383.8,279.9925
"21475",400017714966,0,8,4,5.66666666666667,4,5323.24,534.776666666667,326.8025
"21777",400014182792,0,1,16,16.3333333333333,15.5,4858.51,277.79,395.61
"21782",400017737486,0,0,37,46.3333333333333,32.875,8537.91,617.83,653.97
"21784",400017742822,0,7,6,10.3333333333333,14.625,4024.59,128.196666666667,389.9
"21787",400017728654,0,0,6,8,3.875,5557.28,379.853333333333,417.42
"21790",400017711525,0,0,10,14,12,7106.21,392.303333333333,568.38375
"21798",400017728286,0,0,22,23.3333333333333,22.125,6339.29,422.806666666667,456.805
"21804",400017717338,0,0,8,5.33333333333333,4,4582.3,239.77,373.4825
"21807",400017714377,0,1,15,9.66666666666667,10.25,7574.02,408.68,631.7325
"21808",400017718994,0,0,22,20.3333333333333,16,6372.24,218.88,544.26375
"21810",400017698001,0,0,15,15,17.125,5953.78,268.663333333333,529.21625
"21816",400014636546,0,1,6,5.33333333333333,5.875,4786.59,193.37,390.14375
"21817",400017746870,0,0,4,2.33333333333333,4.875,5872.77,230.063333333333,557.415
"21826",400017729942,0,1,15,6.33333333333333,7.625,6347.74,114.47,624.04125
"21828",400017722858,0,5,15,16,10,7612.54,865.66,456.4375
"21830",400017730310,0,0,6,7.66666666666667,7.75,6440.99,315.556666666667,504.7975
"21838",400121441405,0,0,14,15.3333333333333,15.875,7739.66,440.483333333333,602.85625
"21840",400017735462,0,0,12,11,9,6942.09,452.463333333333,532.6475
"21841",400017710881,0,0,15,14,13.5,12379.14,618.16,980.4325
"21845",400017733438,0,7,8,11.6666666666667,6,5380.18,501.75,365.87375
"21848",400017744386,0,3,6,4.33333333333333,3.25,4218.63,250.186666666667,264.0775
"21849",400017742546,0,0,16,15,7.75,4089.61,335.746666666667,230.72875
"21852",400017704625,0,2,5,5.33333333333333,9.25,7693.79,389.42,622.35125
"21864",400017552515,0,0,8,6,5,6989.8,398.81,527.0625
"21872",400121428416,0,0,5,3,4,4770.12,167.44,447.47125
"21873",400121460081,1,89,NA,1,2.75,5682.32,117.77,666.12625
"21874",400013497113,0,34,NA,12,8.75,5024.26,285.55,406.0475
"21881",400017703153,0,2,5,10,6.5,4127.46,260.143333333333,316.8275
"21886",400017732702,0,4,5,2.33333333333333,7.375,5236.44,129.233333333333,563.18625
"22213",400017734031,0,4,24,23,17,6680.58,397.66,531.14875
"22216",400017742679,0,0,11,5.66666666666667,19.75,5927.88,168.786666666667,588.2025
"22217",400017712762,0,0,5,4.33333333333333,4,4407.62,260.046666666667,364.085
"22220",400017740011,0,1,9,8.66666666666667,11.875,5326.05,186.413333333333,539.88
"22221",400017731823,0,0,13,9.33333333333333,9.75,5671.82,354.17,455.86
"22222",400017708346,0,1,11,13.6666666666667,16.25,11453.25,908.766666666667,978.265
"22226",400017734215,0,5,11,10.3333333333333,8.25,8590.86,516.61,718.0675
"22227",400014637708,0,1,1,44,49.5,8921.71,501.54,833.5375
"22229",400017743599,0,0,27,27.3333333333333,21.625,7149,407.486666666667,562.16875
"22234",400017745991,0,0,16,13.6666666666667,9.125,5894.32,298.65,349.975
"22235",400017727867,0,1,12,13.6666666666667,16.25,9528.09,396.223333333333,830.6325
"22236",400017410934,0,0,20,15,14.25,5310.05,238.983333333333,438.77375
"22238",400017737619,0,7,7,5,5.125,4627.31,301.296666666667,324.905
"22243",400121456442,0,0,10,24,15.875,10503.21,983.053333333333,623.51125
"22248",400017748015,0,29,2,5.33333333333333,4.375,5079.26,324.653333333333,435.78875
"22249",400017745439,0,0,17,15.6666666666667,12.5,9497.22,478.776666666667,734.55875
"22264",400017723083,0,8,9,6.66666666666667,9.625,6058.66,233.29,552.725
"22265",400017744427,0,0,8,5.66666666666667,5.875,7076.19,358.843333333333,530.38125
"22266",400017711106,0,5,7,8.66666666666667,6.125,5095.35,230.266666666667,414.0725
"22268",400017722991,0,0,12,10,10.125,5963.63,254.663333333333,485.09375
"22274",400017737527,0,1,12,5,3.875,4555.27,180.936666666667,342.69
"22284",400017700894,0,2,3,1.66666666666667,5.25,5603.04,58.7933333333333,544.6225
"22287",400121425329,0,1,11,5,5.25,4091.13,223.553333333333,303.22625
"22298",400017717011,1,123,NA,NA,10.125,5426.07,NA,678.25875
"22316",400121492046,0,0,11,10,6.375,4350.59,366.896666666667,315.3625
"22387",400017719035,0,13,4,5,9.25,4414.95,195.823333333333,440.47
"22671",400017714584,0,0,13,9.33333333333333,9.875,7558.8,420.286666666667,607.26625
"22672",400017713756,0,0,6,10,14.625,5603.64,339.763333333333,521.39375
"22673",400017716625,0,55,NA,25.6666666666667,46,5718.12,200.216666666667,635.08625
"22681",400017704556,0,0,7,9,7.75,9574.85,619.92,776.34375
"22686",400017711456,0,3,8,9,7,5694.58,404.216666666667,515.86875
"22689",400017742385,0,3,12,9.33333333333333,12.125,11328.99,646.873333333333,915.24375
"22691",400017709708,0,3,4,10,12.75,8029.72,430.08,689.595
"22693",400017731713,0,0,14,15,11.75,5129.89,318.786666666667,375.685
"22702",400017736037,0,2,17,15.6666666666667,12.5,4526.63,262.656666666667,340.46625
"22703",400017744685,0,3,17,17,14,13517.08,598.31,1132.53625
"22709",400010334648,0,4,4,5,6.125,4700.22,232.876666666667,418.13875
"22717",400016434909,0,2,6,2,7.75,5021.59,19.6066666666667,507.2925
"22718",400017718557,0,3,8,15.3333333333333,11.75,5726.66,348.083333333333,432.13125
"22719",400017716441,0,4,6,7.66666666666667,10.25,6679.61,348.97,619.56125
"22734",400017745329,0,2,7,18,17.25,4935.63,261.2,436.19375
"22741",400121446948,0,18,2,4.66666666666667,5.375,10416.35,561.07,960.9875
"22743",400017685880,0,2,10,9,6.375,10337.49,659.91,859.12375
"22749",400017711732,0,3,6,5.66666666666667,5.25,4433.97,191.68,382.42125
"22757",400017718925,0,13,3,0.666666666666667,9.125,4169.75,19.96,500.04625
"22771",400121479700,0,2,9,6.33333333333333,6.625,5615.69,287.646666666667,473.88125
"23148",400017715599,0,0,25,18.6666666666667,14.875,4562.47,261.97,341.38
"23152",400017719756,0,1,15,16.6666666666667,14.375,7511.37,394.636666666667,666.11625
"23153",400017717916,0,0,9,12.3333333333333,9.75,7845.01,499.793333333333,637.49
"23154",400121423934,0,0,8,10,8,5602.89,321.816666666667,473.245
"23155",400017719388,0,0,15,16.3333333333333,12.125,5779.83,475.153333333333,423.715
"23156",400017712563,0,1,7,9,7.625,4374.14,251.416666666667,358.73375
"23157",400017710907,0,0,13,12,11.5,7758.07,508.896666666667,576.90125
"23160",400017721780,0,3,6,8,7.25,9194.96,540.643333333333,778.84125
"23161",400014636480,0,0,9,15.3333333333333,10.375,6743.27,484.496666666667,471.27
"23164",400017731256,0,2,9,14.6666666666667,13,6768.02,451.133333333333,555.52
"23169",400017739260,0,1,11,9.33333333333333,8.5,7249.69,430.823333333333,597.53375
"23171",400017720584,0,2,12,14.6666666666667,10.875,6265.64,427.48,455.76
"23182",400017745424,0,2,8,7.33333333333333,6.875,5419.55,258.01,487.66625
"23183",400017737880,0,5,9,8.33333333333333,13.125,8791.71,416.353333333333,795.9475
"23186",400017721044,0,3,11,4.33333333333333,5.875,5056.45,122.506666666667,459.0075
"23191",400017732912,0,23,2,7.66666666666667,5.875,6186.52,373.28,501.17875
"23203",400014840972,0,0,19,17.3333333333333,16.125,5454.72,443.99,426.46625
"23215",400121448515,0,59,NA,6,8.125,7925.93,454.716666666667,809.51
"23233",400017714863,0,2,13,7.66666666666667,9.75,5241.04,206.976666666667,471.63
"23252",400017711643,0,8,5,3.33333333333333,3.25,8618.9,395.586666666667,720.51875
"23593",400017721038,0,0,14,15.3333333333333,15,7931.24,438.443333333333,648.03
"23594",400017713293,0,1,15,16,9.125,4364.24,370.533333333333,234.63
"23596",400017735482,0,0,16,15.3333333333333,11.625,9885.79,612.456666666667,713.0775
"23598",400017710349,0,0,12,12.6666666666667,12.625,4510.49,274.193333333333,366.55875
"23600",400017737690,0,0,30,29.6666666666667,16.125,5000.29,337.48,393.6525
"23604",400017719658,0,22,3,6,16.125,4179.04,133.136666666667,460.34
"23605",400017723798,0,1,20,14,22.5,5401.46,274.966666666667,491.04625
"23607",400017721682,0,0,13,10.3333333333333,6.625,6558.96,403.83,507.1725
"23611",400017716806,0,1,12,13.3333333333333,12.875,12612.08,704.9,1051.20625
"23612",400017724074,0,0,27,24.3333333333333,20.375,4141.3,232.476666666667,338.5025
"23614",400121454489,1,187,NA,NA,9.75,4279.32,NA,534.915
"23616",400017741094,0,1,19,18.6666666666667,14.25,6176.13,395.753333333333,468.94125
