"","test1","scores"
"343","i just know that skype has an internal language and actually define customers into  types consumer and business not all members inside a skype manager account are defined as business account just members created inside a skype manager account are belonged to business account skypes reason to setup these  type is to prevent allocating credit between these  types of account in term of safety i generally agreenbspbut the interesting point isnbspskype managers admin usually cannot take back credit from its account to the main pool and reallocate to other members admin can only reallocate credits among other created business membersthe cause is people are usually exisiting skype users classified as consumer type before they further enable skype manager service and after they setup skype manager and become its admin it is ever still consumer account andnbspcannot take back its credit to the main pool and then reallocate to other members or staffs allowing this actually doesnt affect any safety issue since they are admin this is a design bug of skype manager systemnbspskype has written this rule in its faq sectiongtgt to take back all the skype credit currently allocated to one or more members with business accountsnbspwho knows what its self definition of business accounts skype should make remark on thenbspdirect interfacenbspanyway it is my st time nbspi waste  hour in connecting skype and request solving this issue no matter permanently or manually butnbspskype is so rigid and even dont agree to solve my this problem manually as a business customer i feel extremely frustrated on skype and microsofts services and hesitate to use their product and service in the future i need to reconsider if i should change to some open sip platformnbspnbsp",0
"344","using skype using windows  pro updated automaticallyusing ie nbspsince skype updated this week ive not been able to lognbspin using my microsoft account keep getting the blank white box with the error message this page contains errors  go backnbspive followed all of the suggestions on this community including installing the baltimore cybertrust root certificate nothing worksnbspshort of me resotring my computer to a a day before the update does anyone have any fresh suggestions ive wasted way too much time messing about with this now and have exhausted all my energy with it ive tried logging in with my skype login details but ive forgotten my skype passwordd and i keep being directed to change my microsoft login password when i follow the forgotten password help pages i dont want to change my microsoft password so im not goingnbspdown that routenbsppleeease if someone has a genuine workable solution i would be very greatfulnbspthanks in advance",0
"345","admin please help for the past two months now i am not comfortable again using skype when i login my computer win  my skype will open automatically later in a space of  minutes nbsprecently it is not automatically opening again when i switch on my laptop if i want to write message or make skype phone call when i start calling it will block within two mins there wont be response from the caller and the receiver making it unsuccessful then to stop the call will be another tug of war it will refused to stop unless i switch off my computer also the message if sent will hang untill i switch off the computer after switching on my computer again and i tried logging my skype again it will show me this  we cant open skype you are already signed in on this computer please sign out and try again this is becoming endless nightmare whenever i want to use skype kindly tell me what to do to remedy this ugly situation would be glad to hear from you in response to this predicamentthanks  nbsp  nbsp  nbsp  post transferred from blog article  subjecttitle edited accordingly",0
"346","recently skype has been incredibly slow to recieve messages also sending can take a long timenbsp if someone send me a message i receive it on my windows  phone instantly this is presumably still using the old messenger transport my skype for desktop doesnt receive the same message for an hour or more sometimes which is really quite confusingsimilarly if i send a message from my pcnbspthe recipient doesnt get it immediately and in fact i have one still sitting in my message window which i sent several hours ago it has a little blue rotating circle and hovering the mouse over it shows not delivered yet and yet the user was online at the time i sent it and remained online for around two hours now he is offline and the little circle is still twiddling away the same twiddly circle also appears on my other pc which is also incredibly slow to send and receive one is win the other is winxp what is microsoft actually doing with skypehas anyone else experienced these delays recentlythanksnbsp",0
"347","i just joined skype and it is certainly not userfriendly i want to learn how to call someone on skype no info anywhere eventually i find how to call someone on your contacts list what contacts list how do i create one beats me but it does tell me to click on contacts um no tab anywhere on my home page that says contactsso i decide to ask the community right instructions take a look at the board listings what board listings where how do i find them beats me so i click on a random post just to be able to fulfill the instruction that tells me just click the green new topic button on top of a board to start a new topic great  now im getting somewhere right wrong no new topic button to be found on the postif skype had any genuine compettion they would be out of business in a week is it too much to ask for a list of simple clear instructions to what are bound to be obvious questions from a new useri dont even know where or how to post this so im just sticking it in as a reply to some random post in the hope that someone here will helpit just got worse  trying to post a comment where it says post a comment it tells me to sign in despite the fact that i was already signed in so i signed in again went back to post a comment and was told again i have to sign in this goes on ad infinitum unbelievable wait  now i see that any time i go to any new window it then tells me to sign in any new page so then i managed to find a post that gave the option reply to post hot ziggety  at least maybe someone will see my post and offer some help sure lol  i click on reply to post  guess what it sends me yet again to the sign in page this is genuinely preposterous",0
"348","hellonbspi have had my skype number for several years and its been no problem for those with caller id to have my skype number displayed when receiving a call from menbspnbsphowever the past few months this has changed dramaticallynbsp now my skype number is never displayed when calling someone and in fact most of the time it displays numbers or even names randomly which have zero relation to myself or my numbernbsp other times the users caller id will display skype usernbsp why has this suddenly happened and what can be done to ensure that its corrected and working properly againmy account is indeed configured to display my skype number as it has been for several years but this has no longer has any bearing whatsoever on the number displayed when i call someonenbsp i have found that some people are no longer accepting my calls since they have no idea that i am the one calling themnbspthis is happening when i call numbers in the us and sometimes canada and does not matter where my physical location is  if i am in the us uk hong kong taiwan etc the result is always the same  my number is not displayednbspif anyone could offer some advice which would take care of this i would be most appreciativenbspthank younbspgreg",0
"349","nbspi bought a new computer and installed windows  on it i have installed skype  however whenever i try to call someone or join a group call i get the follow error messagenbspnbspproblem signatureproblem event name bexapplication name skypeexeapplication version application timestamp feefault module name stackhashbfault module version fault module timestamp exception offset pchdfromntdllxbbacexception code cexception dataampcolon os version locale id additional information  badditional information  beebfbfdedcdfbadditional information  cfaadditional information  cfabfefedfecaddenbspi have searched many answers throughout the forums but cannot seem to solve the problem since it is a new computer i have downloaded and updated all my computer graphics and audio updatesi do not believe i have a xonar audio card mine is a via sound cardi have tried uninstallinginstalling again even with msi filei have tried disabling programs when i restart windows and still does not seem to fix the problemi have attached the dxdiagtxt document as a zip as i seen many time it is requested to solve the problemnbsphope someone will have a solution to my problemthanks in advance                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                            dxdiagzip  kb",-1
"350","since i got no replies to my previous post for help i contacted skype customer service directly after two live chats filling in all my details in the account recovery form and contacting customer servicenbsp with my problem directly i have now realised that it is completely and utterly pointless to do sonbspwhy because the only thing which now three different customer support representatives have done is send me a link to the exact same account recovery sytem which does not work for me at allnbspinbsp fill in my email  get reset token  put in token  get two optionsnbsp reset microsoft passwordor sign in with microsoft accountnbspbut i need to reset my skype password which i did as recently as april without any problemnbspi need to do this because when i sign into my skype account with my microsoft account none of my contacts show up at all but now there is no such option at all anymore all of my clients android and desktop have reset for some reason prompting me to input my skype password which i have forgotten stupidly but resetting my skype password simply never shows up as an option anywhere not even btw for my old skype account which i never linked up with microsoft but still only lets me reset or sign in with microsoftnbsptldr cant reset skype password as customer support continuously keep sending me a link to reset my microsoft password which i dont need to resetnbspanyone got any idea how to get out of this loop pleasenbsp",0
"351","now i want to merge my microsoft account with this skype account to enable lyncskype functionalityi have existing skype account that i dont know the password of its been stored to skype client on my main computer so i get in and all every time i click on skype clients cant access your account and type in my registered account i get redirected to microsoft account page i cant reset skype password anywhere on microsoft account settings and thus anything from here forwards is useless to me i never receive any email from skype on how to reset my password nothing not even spam nor trashnbspso when i start skype and login using my microsoft account i cant merge it with skype as i always get redirected to microsoft account page same happens on skype website if it at any point asks me to sign in i only get options to reset microsoft account passwordnbspwhat magic has to be performed to get that bloody skype client to give me tools to reset my skype account password im using skype so little i might just uninstall it and tell my friends and family to connect me via competitor services",0
"352","hi allnbspnbspive been using skype without a single issue until a few days ago everytime i press call my computer will completely freeze i cannot even ctrl alt del i have to hard reboot it i can change tabs and even send messages only when i hit call does it freeze everythingnbspbefore this happened i believe a family member was using my computer and got nasty virus my boyfriend ran antivirus and virus remover and used ccleanernbspi believe ccleaner messed with the registry and has caused these issues with skype i have no idea how to fix it and ive tried all the suggestions here to fix it no dicenbsphere are the things i have triednbsp ive uninstalled and reinstalled skypenbsp ive downgraded and tried many older versionsnbspof skypenbsp i downloaded revouninstaller and deleted everything skype related possible before reinstalling skypenbsp ive done the appdataskype and delete the xml filenbsp ive opened msconfigexe  disabled all startup items and nonms servicesnbspnothingnbspnbspive tried the event viewer thing in admin tools there is nothing in custom views that is skype related only that there was an unexpected shutdown caused by me hardrebooting after skype freezes my compnbspthe only thing i can find about the crash is under windows logs gt applicationsevent id   skypeupdate  skypeupdate service is shutting down due to idle timeoutnbspdetailsnbspsystem provider name skypeupdate eventid  qualifiers level task keywords x timecreated systemtime tzeventrecordid attached are my results from doing the dxdiagexe thingynbspi do not have have any webcam installed i only use an outside headset that has a micnbspnbspmy specs win   bitnbspamd fxtm core processor ghz gb ram amd radeon hd  win  bitnbspagain i really think its a registry issue due to ccleaner but i cant find any proof of it or dont know where to look andor fix it im just ruling out the most popular suggestions herenbspthanks in advance nbspnbspnbsp                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                            dxdiagzip  kb",0
"353","i have a pc with my longtimeback skypeaccount where i login with my original skypename and password not yet linked to a microsoftaccount  i dare not after all the phone problemsthen i have recently got a nokia  cellphone with wp where i have had a skypeapp which worked fine i logged in with the same skype login as on the pc and all my contacts were therebut after the last skypeapp update i think it suddenly asked me if i wanted to login via the microsoftaccount i use on the phone to that i answered no and from that something went wrong i cannot see my contacts on the phone from the skypeaccount used on the pc and after a lot of testing and working i think i maybe have found out what is wrongwhen i said no there have been created a new microsoftaccount  but with the same mailadress loginname as i have used a lot of years on my pc and which the rest of my wp on the phone is also used withbut i cant login to the new account because it seems to have another password which i never have given it on the phone i am given no possibility to unlink to the unknown account and every time i logoff and start the app again i only get the one button with the possibility to log on your microsoftaccount to start and not login with my old skypeaccounti have tried to uninstallinstall the skypeapp on the phone several times but it changes nothing im not given the possibility to login with my skypelogin as i was the first oneandonly time after the update only via a microsoftaccountthat there exist two different accounts in skype the right one which i can reach with my skypelogin and the wrong and empty which i cant get the phone from logging in to i base on the fact that i as a person have different names in each of them and when im logged in on the pc i can search and find the wrong and make it a contact which was not possible if there was only one single account  normally you reasonably cannot create yourself as a contact in skypenbsp nbspnbsp via the microsoftaccount on the phone im not allowed to unlink or change password because im told that my namepassword is wrong when i try to use the original microsoft namepassword that i few minutes before had used to start skype on the phone  very confusingseems to me that there is a bug in the programming somewhere maybe in the effort to get everybody on skype away from their old skypelogin and on to the microsoftlogini can of course give you details about the two accounts their names and the mailadress but will not do here in public please contact me via my right skypeaccountcould you please help me to unlink to or get rid of the wrong and empty microsoftaccount so i can use skype on my nokia again thanks soeren johannessenaarhus denmarkwpversion skype version on phone skype version on pc                                                                                                                   solved                          go to solution",0
"354","hinbspi think a lot of people are having the same problem with skype  on hp pavilion notebooksnbspwindows  crashes during the autoupdate or installation of nbspnbspafter about  hours of troubleshooting the blue screen  service exception error in kssys i discovered that its caused by the hp hd webcam fixed driver version is  released  or nbspthe driver is written by sonix and is unlikely to be updated so you have the choice of going back to an older version of skype or disabling the webcam  driver through device manager as soon as you disable the driver  device skype will install  start  but of course you wont be able to use video during skype callsnbsphopefully microsoft  skype will fix the driver incompatibility in a future release nbspskype support  the issue is with the hp  sonix driver  file is snpuvcsysnbspthere are similar issues reported with a previous version of the hp hd webcam driver as well spuvcbvxsysnbspplease fix it id like to use video in calls againnbsp",0
"355","topic title updated by moderator to be more descriptive original topic title was forever recent messages  nbsp  in skype for windows  latest version i have  recent messages that i am unable to mark as read this is quite irritating as i do wish to hear sounds from skype but i wish to see when people message or call me by the orange dot indicator at the bottom on my taskbar this is impossible when the indicator is constantly there from the recent messages can someone walk me through how to mark the messages as read i have tried rightclicking recent and clicking mark as read and it does nothing and it greyed out  nbsp  i have also looked in the conversation dropdown menu and their is no mark all as read option only mark all as unread for some odd reason their is a file attached it is a screenshot of my problemnbsp                                                                                                            attachments                                                                            skype screenshot of probrempng  kb",-1
"356","it has been a while since ive first encountered this problem namely i cannot use my microsoft accounts when booting windows xpnbspi have no problems when using vista windows  or linux and i can sign in with my microsoft account and use skype as usual but i do have this issues with windows xp i can use my skype name to sign in but i cannot use my microsoft account to sign in under windows xp i always get the following messagenbspsorry we dont recognize your sign in details  please check your skype name and password then try againnbspi suppose this has something to do with microsoft end of support for windows xp  it is either this or maybe it has something to do with my present location gt eastern europeromania                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                            screen shot png  kb",0
"357","hi friendsi have solved the skype sign in problem for nokia c ne and all symbian nontouch screenss vnowhow to solve this problemfollow these stepsinstall skype in your phones memoryhack your phone by these easy stepsinstall norton symbian hack in your phoneafter installopen itand open options then click on antivirus then click on quartinine list then click on restore allinstall rom patcher plus and open ityou will see two options install serv for all and open for allclick on these options and both option will be greennow exit rom patcher plusnow download the zip file from this linkwwwsharedcomzipaubezgceskypsigninfilesforsvhtml extract it and youll get two files sharedxml and sharedlcknow copy thes files to c  phone memoryprivatedskypeattentionyou need to install netqin mobile guard to copy these two filesinstall and open netqin mobile guardclick at file managerthe click at c phone memoryyou will see a folder name is privateopen itthe open the foldername is dhere you will see a folder which name is skypeif this folder is not herecreate folderskypenow copy those two filessharedxml and sharedlck in this foldernow try to sign inskype will sign in in first tryenjoyfile download linkwwwsharedcomzipaubezgceskypsigninfilesforsvhtml                                                                                                                   solved                          go to solution",0
"358","right this has been doing my nut right in yet another problem with some microsoft technologynbspwhen ms applications work they work great but when they go wrong they go bleep up in a big waynbspive had a skype account for years granted i may have not signed in for almost a year but i dont think its the first time ive had a long time away from skype and ive always been able to sign back into my accountnbspso i know my username but forgotten password  hit forgot pwd link  entered account email  received code in email  copy and pasted code into code textbox  hit submit or send whatever it isnbspresult skype cannot find an associated account or words to that effectnbspi have tried the same process but by sending forgotten pwd code to my mobile in an sms the same thing happens cannot find my accountnbspso i fear i have lost all my contacts and any credit i may have had leftnbspso i assumed my account must be gone i create a new account using my old username result an account already exists with the username supplied i very much doubt there is another account with my username as it is too unique a made up word with meaning only to me if there is another account with this username it would be a firstmore likely however is that my original account still exists but is failing on an epic scale to allow me to regain access by taking me through the usual automated channels or skype  ms have done some kind of server migration and ballsd it up along the way which has create some db relational cokc up or somethingnbspso next i created a whole new account after reluctantly accepting defeat and pulling my hair out over the bloody stupid impossible task of trying to get some support from these in house ms developed androids who must be working under the control of the evil mr bgnbspafter i successfully created a new account guess what cant sign in with that account duno who you are why not get support or hit the forgotten pwd grrrrrr are you taking the biscuitnbspanother thing getting support going to the support page and hitting the support request page link redirects to the create account page if thats not bleepe customer support i dont know what isit looks like just a simple link error more like a way of getting out of doing any worknbspthird time lucky new account has allowed me to eventually sign in here and blow off a bit of steam but still havnt got my original account backnbspif anyone gives a hoot and is able to look into this pain in the arse error i would be very grateful and try and not slag you off to every person who tries to talk to me about skype or msnbspfyi this isnt a byass thinig because i dont like apple either with all its locked down culture so you do have your good points msnbsprant over nbsp gtlt",0
"359","communitynbspi have  issues working in unision and i need some divine intervention from the microsoft godznbspnbspissue  skype new desktop windows  version i can enable voicemail but have no ability to configure ring time greeting etc in other words the accepted solution screenshot of a laptop with enable button then all the configurable options do not exist for me only sms messagesnbspnbspworkaround installed the windows desktop vesion from the skype website  i could then use the tools feature and set it all up aka looked like the win versionnbspnbspissue  the st call i make  works fine the nd time my lumina  rings and voicemail no longer worksnbspnbspsooooo how do i get voice mail to work across the board how do i get vm options to show up in the  web interfacenbsp                                                                                                                  solved                          go to solution",0
"360","a newly added contact suddenly disappears after a few minutes its still present in my contact list but with the gray question mark and this person has not shared their details with you even though in the conversation itself it says ltfriendgt has shared contact details with ltmyselfgtnbspon the other side it seems like none of this is happening and my friend can still see my status as if i was their contact which i am after resending the contact request multiple times which is instantly accepted it doesnt seem to even display on my friends side he just instantly becomes my contact again it seems to have sorted itself out and that person is now in my contacts hopefully for goodnbspnow yesterday i added a new contact and the same thing happens she appears as a stranger about  minutes after accepting my contact request even though it seemed fine on the mobile app while she was online but now even mobile considers her as not part of my contacts and also her profile picture isnt displaying on the mobile appnbspnote  there is already anbspthread about this in the skype for windows desktop section however since this problem has clearly nothing to do with the client youre using and is related to the platformwhatever software runs on microsofts servers im reposting this herenbspskype for windows desktop version  running on windows  professional bit and skype for iphone version idontknowwhat because theres no about page apparently running on ios  iphone snbspmy skype account isnt linked with any facebook nor microsoft account it was but its been unlinked about two months agonbspto avoid this thread the same fate as the linked one that is becoming polluted by some smartass that believes everything is caused by a virus corruption of the skype folder in appdata or compromised account let me state this right now  my password was changed the account isnt compromised checked with showplaces and the only logged in clients are my desktop and my iphone and the appdata folder was already deleted without success it made things worse my making my entire contact list disappear for h fortunately they slowly came back one by one so if you have nothing to say please refrain from copypasting such useless answers                                                                                                                  solved                          go to solution",0
"361","during a skype call video call or simple audio call the microphone on my macbook air does not worknbspi have followed many of the previous suggestions including complicated system reboots no successnbspi believe this is now something skype has to fixnbspnbspi have tried the followingnbspa comspeechsythesisserver has been removed from activity monitornbspb shutting down removing of skype app and reloading the app including restarting my computercnbspskypenbspgtnbsppreferences…nbspand then clicknbspaudiovideo select internal microphonenbsp i have done a hard reboot from cold still no microphone workingnbspe probably the most complicated thing i have done so far is go to the internal intel sound card and run a program fixrepair through that and it did not workskype  over to you this is software problem that needs addressing by the skype team when is it going to be fixednbsp",-1
"362","since we launched skype for xbox one we’ve been listening to your feedback and continuing to make updates to improve your skype experience with this update we’re excited to add the ability to view photos from mobile devices we’re also continuing to evolve snap functionality which wenbspannouncednbspa few months ago  nbsp  skype  for xbox one allows you to view photos sent from mobile phones on skype for xbox one skype users from windows phone and ios mobile devices can now share pictures with skype for xbox one users either in a  or group chat if there are multiple photos being shared you can start a slide show to view all the photos right on your large screen  nbsp  in addition to photo sharing we’ve worked hard to bring you more improvements to skype in snap mode such as    you can now answer a call in snap mode while using other apps using voice controls this means if you’re watching tv or playing a game and you get a skype call when you say “xbox answer” the call will automatically snap and won’t interrupt your tv or gaming experience or if you prefer you can also change your skype settings to answer a call in full screen  now you can view your recent and favorite contacts and make calls directly from skype in snap mode instead of having to go into the full screen skype experience  you’ll also see previews of messages you may have received while skype is snapped and easily go to full screen to respond  you can sign out of skype for xbox onenbspwhen on main skype screen select your avatar in the upper left and on the bottom of the menu you will see the sign out optionnbsponce you sign outnbspothers will see you as offline unless you are signednbspin on another device    if you have any questions or feedback please share them here on the community  nbsp  important some apps including skype on xbox one no longer require an xbox live gold membership see xboxcomlivefaq advanced tv hardware and kinect sensor required for skype voice chat and video calling features                               did my reply answer your question accept it as a solution to help others thanks ",0
"363","i am amazed that the option of just speaking to or live chatting with an operator doesnt exist on skypeam i the first person to be annoyed that ive had to join a community where kudos seems more important than actually helping me out whats wrong with having a simple system where you can ask for help specifically rather tahn trawling through pages and pages of non appropriate faqsnbspit has taken me so much time even to get to this point taht i am ready to explode and i dont even know yet if this will help me arrrrrgggggghhhhhhhnbspmy connection problems have been bad enough since the past  months to prevent me using skype for calls most of my calls are to landlines so i have to suspect that its my end that is the problemnbspi have bought  new headsets in case it may be them i always highlight what a crap service i am getting after the call  who monitors this feedbackmy connection is fast enough i have un installed and re installed skype  times now i have made countless test calls and the quality has always been great on playback of my message but still my calls are full of distortions crackling noises my dialogue cannot be heard because its so low i have adjusted all settings both on skype audio settings and also on windows settingsthis is only a simple audio only call i wish to make i have also tried turning off my firewall as suggested by skype but still nothingmy mobile gets the same bad connection too so all i want is some answersbut have been forced into signing up with a community i am not alone with these frustrations i noticed too may people wanting to speak to someone human or  real nbsp is that too much to ask for nbspso now what do i do wait for the best answer from some other community member isnt that job best to be answered by a technical team nbsp please understand that i have no problem with any community member  nbspi dare say itll be someone from that community kind enough to help with my frustrations it just seems an arse about face way of dealing with problems grrrrrrrrrrsokind community or if i can coax an operator out from hiding please answer my question its driving me mad yours gratefully  notamuzednbsp",0
"364","the credit card i signed up to skype with recently expired and i now have a new one for every single one of my subscriptions i have been able to update the credit card information without a single interruption  nbsp  and yet despite having had complaints about this issue going back years skype remains the only xxxxxxxxxxxx service on the face of the planet that requires you to cancel your subscription in order to enter in a new credit card  nbsp  do the people who run this service live under the impression that credit cards are eternal items without expiration dates why should i have to go through the annoyance of cancelling my skype number subscribing to a new one with my updated credit card and then go through the process of informing all my friends and family that my skype number has been changed why cant skype simply allow me to update my credit card information  nbsp  the fact that this problem even exists is inexcusable id expect this xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx from a small website based in a thirdworld country not a global enterprise owned by one of the biggest corporations on the face of the xxxxxxxxxxxxxxxxxx planetnbsp",-1
"365","hellonbspi am using a samsung galaxy s and running the  os with skype versionnbsp installedi was previously using a modded version of skype  because functionality wise it was so much better then the official version however the updates were slow so i decided it might be better to switch back to the official versionnbspim glad to see that version  is worse than the modded version nbspthe skype version  seems to have introduced a few new issues that i was not experiencing in version  or the modded versionnbspin version  i sometimes experienced not recieving any notifications or recieving them late and got the feeling that every time you bring up the skype window it was logging innbspit seems that the version  that i have does not give any notifications when the app is minimized so im not sure if the app is still logged when it is being minimizedive experienced this by opening the minimized skype and then a bunch of messages appearingit would also be good to have an option to enable notification sounds when skype is open like version  had because i sometimes leave skype open but since there is no sound i dont know when i am recieving a messagenbspim also curious to know why you decided to use the statuses available and unavailable for android when every other version of skypepc ios uses the normal statuses such as online away do not disturb and offlineinvisiblenbspi find it annoying since i do have a friend that changes their status to unavailable but still talks to me so at the moment if im on my phone i can never really be sure whether they are online or notnbspi think i may switch back to the modded version in the mean time because at least i can get message notifications sometimesyou can even choose your status available away do not disturb invisible but others still show as availalbe or unavaiablenbspit would be great if you could improve these things though i doubt this post will probably make a difference since i had one about the notification issues in skype  back in march hahaat least being able to know i am recieving messages would be good though",0
"366","i am getting spam messages from people outside my contact listnbsp this despite having selected the option in the setting for this no to be allowednbspwhat can i donbsphere is onenbsphello dear friendgod day with duo respect and humility am presenting this proposal to you and hoping that it will received the positive attention from you my name is mrjoseph edwardi work as a branch manager barlays bank ghana limitedi have the information to the existence of an abandoned large sum of money which worth million dollars in my department belonging to our late customer drfranklin who deposited this money with our bank in my branchhe happen to have the same surname like yoursthe fund is now without any claim because drfranklin died in syria war front when the hospital he work with sent him for a business triptheres no next of kin presented to us when this account is created with us this fund have been here since over  years now since then i have been searching for any of his relative but i did not succeed but i later got am information that our late customer did not have any brother nor sister and his parents have pass away since long time ago  so i need your corporation to present you to my bank as his only brother or sister since nobody know that he did not have any next of kin accept me as his account officer or legal trustee here in this bank so that the money will be transfer to you since you have the same last",0
"367","hiwhen dialing in to an audio conference it is common to dial the conference phone number then wait a couple of seconds before dialing the digit conference code followed by  and then the digit conference pin followed by a nbspnbsphaving these waits automated used to be a simple task of includingnbspa comma or two in the dial string depending on the speed of the conf system but this is fairly consistend once you got it working to wait with sending the rest of the digits as from the dialpadnbspnow in skypes case the task of waiting is even simpler as this is a client side featurenbspthat does not need to send any dtmf tones for the comma but just simply wait  seconds per pausecharacter before continuing the dial string nbspthe existence of external scriptsplugins also shows this is very possible  but i would prefer this functionality natively in skypenbspi even believe this functionality existed in older pcversions of skype nbspso please can younbspadd this feature",0
"368","hellonbspi have anbspproblem on an early  macbook pro inch running mavericks  and current version of skype   i have performed a clean install of the os and installed skype freshly then because the same problem already occurred on an older mac os install which i upgraded to mavericks earlier this year to rule out that it was the os upgrade generating the problem i did the clean install of mavericks and skype and used no time machine backup to restore the original user accountnbspi note here that performing the exactly same procedurenbspclean install of mavericks  and skype on a newer inch macbook air from  did not have the same problem  there i can log into skype with my account name and passphrasenbspso  does this point towards a problem with the combination of mavericks  skype and  mac hardwarenbspplease help menbspprecise problem description as followsnbspupon entering my login data skype fails to log in returningnbspsorry we didnt recognize your signin details please check your skype name and passwordnbspthen try againnbspthere is no firewall or anything else turned onnbspi have produced the skype log files describing this failure using the skype first aid appnbspcan you help me please i can provide the logs upon request thanks a lot                                                                                                            attachments                                                                            skypefirstaid report  zip  kb",0
"369","enter a message to introduce yourselfdear thori am cedric lizinmanaging director of barclays bank in united arab emirates i write you this proposal in good faith hoping that i will rely on you in a business transaction that require absolute confidentiality and of great interest and benefit to our both familiesin one mr weimin thor an emirati citizen whose surname is same as yours and has your country in his file as his place of origin made a fixed deposit for  months valued at  with my bank i was his account officer before i rose to the position of managing director the maturity date for this deposit contract was th of september sadly mr weimin was among the death victims in the september  earthquake in indonesia that left over  people dead while he was there on business tripsince the last quarter of  until today the management of my bank has been finding means to reach him so as ascertain if he will roll over the deposit or have the contract sum withdrawn when i discovered that this will happen i have tried to think up a procedure to preserve this fund and use the proceeds for businesssome directors here have been trying to find out from me the information about this account and the owner but i have kept it closed because i know that if they become aware that mr weimin is late they will corner the funds for themselves therefore am seeking your cooperation to present you as the one to benefit from his fund at his death since you have the same name so that my bank headquarters will pay the funds to you i have done enough inside bank arrangement and you only have to put in your details into the information network in the bank computers and reflect you as his next of kinif you concur with this proposal i intend for you to retain  of the funds while  shall be for me kindly forward your response to memr cedric lizinmanaging director head of barclays wealth and investment managementemail email removed for privacy and security",0
"370","i have been having an issue for the past several months where my skype account will never show as anything except online even when i am not signed into my account through any device ive made sure my laptop is off and im not signed into my phone and my desktop will but shut down as well i will constantly receive missed messages or calls from my contacts the next day who all tell me that i showed as online to them when they tried to reach out to me i also have another issue where i have  unread message from a group conversation im not able to clear this message by clicking in the group conversation as it will not even open up i have tried to clear chat history leave the conversation and mark all as read but to no avail it will always show that i have  new missed message please advise i will be forever grateful                                                                                                                  solved                          go to solution",0
"371","hellonbsphow do i get the local time of a contact to display when i click on their namenbspi have two versions of skype on my computernbspthe first which came preinstalled with my new asus laptop and windows  and now windows  i do not know the vesion of this versionof skype as it lacks in functionalitynbsp it is definitely the worst vesion of skype that has ever been designed and i have used skype approx  almost when it was first creatednbsp please hire a new design teamnbspi recently downloaded skype  for windows desktop and added to my asus laptop because of all the frustrating problems i have had with the preinstalled skypenbspalthough this version is better in many aspects then the preinstalled version it is lacking of very good features that were on the earlier versionsnbspmy first big concern and i will post each seperately with the same preamble concerns the showing of the local time for contactsnbspon all previous versions of skype  the local time of your contact is displayed when you click on their namenbsp this is especially helpful when you are wanting to skype a relative friend or associate in some other countrynbsp for example i often skype friends in australia africa and europe all different time zonesnbsp i dont want to benbsptrying to skype these people at    in the morning when they might be sleepingnbspi have checked skpye help and community and seen responses to similar questionsnbspthe first response wasstatus already existsnbsp thank you for the feedback time stamp option already exists go to toolsoptionsimampsmslabels instant messaging amp contacts nbspnbspnbsp  comments  newpermalinknbspno sorry this does not worknbsp  this is not a time stamp problemnbspnbsp  i got to imampsms and there were no other options to fix this problem in skype nbspanother response wasnbspthe setting is also a privacy settingnbsp if the contacts dont want to display their time zone to you they dont have tonbsp so if you dont see it for a particular contact they more than likely restricted itnbspthis does not apply with my contactsnbspif i open the preinstalled version of skype i can see local times for my contacts when i click on their namenbspin skype  desktop version it will not display the local time of my contacts no matter what i trynbsphow do i correct thisnbspplease instruct the program designers to think in multiple worlds not just smart phones or ipadsnbspthank younbspnbsp",0
