"","text","emotion","polarity"
"316","never had this issue but skype crashes when i attempt to call somebody or recieve a call when i accept a call it works for around  seconds before cutting out and similar for making a callnbspmy friend had a similar issue with his skype freezing his computer when calling somebody turns out it was a power issue with his gpu and motherboard problem with mine is that its a laptop and i dont have access to the gpu to tamper withnbspfaulting application name skypeexe version  time stamp xefcdfaulting module name amdhencdllunloaded version  time stamp xcexception code xcdfault offset xfaulting process id xcdcfaulting application start time xdcbfbcfaulting application path cprogram files xskypephoneskypeexefaulting module path amdhencdllreport id cbfdbbebeecdadafaulting package full namefaulting packagerelative application idnbsplooking at this i can see that amd might be causing an issue id rather not upgrade the drivers or downgrade them as ive had extreme issues in the past when doing thisnbspthanksnbspnbsp                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                            dxdiagzip  kb","joy","negative"
"317","i know this topic has been posted several times but it seems to still be an issue for me after trying several potential solutions the last version i didnt have this problem with was  if i recall correctlynbspthe im works fine but as soon as someone tries to call or i hit the call button my pc crashes and restarts ive looked in the administrator section of the windows event viewer and can find nothing related to skype only the previous system shutdown at  on  was unexpected for each time i attempted to fix this issue im assuming its a program conflict but have no clue which one it could benbspive attached my dxdiag files for your viewing pleasurenbspthank you in advance                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                            dxdiagzip  kb","unknown","negative"
"326","to be able to receivenbspincoming skypephone calls you will neednbspa skype number you essentially rentlease for    or  monthsnbspto be able to make outgoing phone calls you will need skype to skype calls are freenbspan active subscription or skype creditnbspthe hardwareservice you will needinternet service cable dsl fiber etc with available internet port usually lan port on a routernbspthe freetalk xx device and cablesa standardwireless telephonebase stationnbspnbspthe device only works with legacy skype names nbspif you have an existing microsoft account the only way it will work is if you enable the tvphone account in your account settings at skypecom nbspthis will assign you with a skype name similar to livemicrosoftid which will be your user name nbspthe password can be unique or the same nbspi generally make them the same so i dont forget themnbspif you plan on using the devices speed dial option   etc to call skype users over your handset it will only work with legacy skype names and not microsoft account namesnbsponce you purchase that hardware its yours there is no continual fee for that device nbspin my experience with that device it has a high failure rate nbsp ive had to purchase a new one on average every  years or less and i tend to baby my equipmentnbsp","anger","neutral"
"331","microsoft and skype teamnbsphave you forgot your windows phone  customerswhy the hell you microsoft and you skype team have done a blackberry version without update and support the windows phone  userwhy the hell the lumia   nbspare not supported stop to blame the ram because my sister android with  mb ram  mhz cpu armv with no gpu huawei u smart can run skype well with call and chatthis is not correct we have paid this windows phone we have supported you microsoft from the beginning and you thank us in this waywe are your major customers and i cant believe that there is no support for usmove on and update this crap lumia    support and i repeat stop blame the ram if your system wp is better than android why android can run skype well on very low end devices add microsoft account login support you acquire skype and you dontnbspsupport the new login mode into your official app on your official mobile system and many more if other users want to add to this listnbspsorry for this post but this situation is ridiculousnbsp and sorry for my english dudenbsp                                                                                                                  solved                          go to solution","sadness","neutral"
"335","hii have skype credit and a one country subscriptioni used to be able to call uk  or  or  numbers just fine from skype using my skype credit where applicable nbspnow i cant call them at all continually dropping nbspa friend also tried to see if it was just me but its notim abroad and its a real pain i needed to call my bank which has an  number and helpfully gives an  number if dialling from abroad and yes i put the  and drop the zero and all those things  these numbers all used to work fine and are saved in the contactshas skype abandoned the ability to dial these calls even using skype credit i have searched high and low and can see no policy change at all mentioned anywherefortunately today i was able to find an alternative number for my bank using a popular stop  site but that is not always the caseif the policy has not changed what is the issue as i said i have skype credit as well as my subscription and its on autotopup tooif it has changed when was this change and why is no announcement in evidencethanks","anger","positive"
"336","so i am resigning from skype for windows  until microsoft decides they want to fix it in the past when someone wanted to connect with me i could check their profile to see if they were really someone i knew but nowhow the program is unfriendlyand basically useless  nbspnbsp inbspdid manage to install the version for windows  but it crashes whenever i try to log in and what inbspreally cant believe is with all of the frustration on this site nothing has been done to fix the problems and make things better  nbspnbspnbsp moreover there is no way to express this frustration or tell skypemicrosoft how displeased we are with this programare they even looking at their community posts  nbspnbspnbsp so microsoft if you are listeningreading fix your programdouble quickor ill find another communicator to use                                                                                                                  solved                          go to solution","anger","negative"
"337","first and foremost im making this post on behalf of my mother because she asked me to see if i can find out whats been going on with her skype accountnbspalrighty with that bit of information taken care of hello there i have a really strange skype problem that i cant seem to find the solution to this skype account keeps recieving ims from random people scammers spammers and a calvacade of foreign men trying to make my mother their bride despite the security settings being set to recieve ims from people in my contact list only my skype account which is different from this one never has this problem evernbspnbspid researched this and i found that at one point or maybe still currently people have been having issues with skype settings not sticking but the thing is that the settings are not autoreverting back to anyone at least in terms of what radio button is clicked ive included screenshots of the privacy settings belownbspi have set this feature in both im settings and privacy settings though it seems very strange that the setting shows up twice then again aim clients also do the same thing so im not going to question it too muchnbspnbspnbspthe ims persist though despite turning the settings to anyone and then turning them back to people in my contact list only i tried the go offline for  seconds and then reset your settings again and it didnt work either its frustrating because some days shell leave skype up and come back to upwards of  ims from strangers some of them really crass rude and crude others are obvious scammers trying to get her credit card number which she wouldnt obviously its something that id like to get taken care of because she wants to use skype to talk to her best friend who lives several states away without fear of being hastled by dozens of strangers and im going to be going back to college here in the near future and she wants to be able to skype with me as wellnbspany idea how to fix this","joy","negative"
"339","this error message comes out everytime i start the desktop versionthe app from windows store though works  but i do not enjoy using it at all the desktop client was always far betternbspthe problem rose when i upgraded my windows  to   and since then the desktop client is always forced to close with a message that it has stopped workingi did a few things that i found reading through posts where people were looking for help with their skype issuesuprgraded my graphics carddisabled my integrated webcamerauninstalled javainstalled older skype versionstried to rename the roaming skype directory to oldskypedisabled automatic updatesnbspbut once again im helpless and it seems that none of those solutions i found is at least a bit helpful for menbspim pretty much desperate  i apologize if i did write my post into the wrong placehope someone can help menbsp                                                                                                                  solved                          go to solution","joy","negative"
"341","hellonbspi have just received my razer kraken  headset and have installed razer synapse  i have set up my mic and speakers of the headset through the control panel my playback is set as the razer kraken  earphone and the mic is set as the headset microphone through the recording tab when i launch skype there is no sound produce through the application however with previous headsets there has been i have tried going on youtube to see if sound comes through the headset and it does previously i have been using a turtle beach z which used mm jacks in to the computer however this new headset is usb operated when skype opens and i try to call someone it says problem with playback device meaning i cant call anyone at all however when checking call quality it says everything is working fine even though it isntnbspso far i have tried reinstalling skype andnbsprestarting my pc none of this has worked so far i know this isnt likely a fault with the headset as it works with all other programmes i have triednbspi am using a custom built pc withnbspos win  bit home premiumgpu amd hdcpu iram gb mhzmotherboard asus p seriessound card onboard  audionbspany help with my problems would be much appreciatednbspthanksnbspgeorge snellnbsp","unknown","negative"
"343","i just know that skype has an internal language and actually define customers into  types consumer and business not all members inside a skype manager account are defined as business account just members created inside a skype manager account are belonged to business account skypes reason to setup these  type is to prevent allocating credit between these  types of account in term of safety i generally agreenbspbut the interesting point isnbspskype managers admin usually cannot take back credit from its account to the main pool and reallocate to other members admin can only reallocate credits among other created business membersthe cause is people are usually exisiting skype users classified as consumer type before they further enable skype manager service and after they setup skype manager and become its admin it is ever still consumer account andnbspcannot take back its credit to the main pool and then reallocate to other members or staffs allowing this actually doesnt affect any safety issue since they are admin this is a design bug of skype manager systemnbspskype has written this rule in its faq sectiongtgt to take back all the skype credit currently allocated to one or more members with business accountsnbspwho knows what its self definition of business accounts skype should make remark on thenbspdirect interfacenbspanyway it is my st time nbspi waste  hour in connecting skype and request solving this issue no matter permanently or manually butnbspskype is so rigid and even dont agree to solve my this problem manually as a business customer i feel extremely frustrated on skype and microsofts services and hesitate to use their product and service in the future i need to reconsider if i should change to some open sip platformnbspnbsp","anger","neutral"
"345","admin please help for the past two months now i am not comfortable again using skype when i login my computer win  my skype will open automatically later in a space of  minutes nbsprecently it is not automatically opening again when i switch on my laptop if i want to write message or make skype phone call when i start calling it will block within two mins there wont be response from the caller and the receiver making it unsuccessful then to stop the call will be another tug of war it will refused to stop unless i switch off my computer also the message if sent will hang untill i switch off the computer after switching on my computer again and i tried logging my skype again it will show me this  we cant open skype you are already signed in on this computer please sign out and try again this is becoming endless nightmare whenever i want to use skype kindly tell me what to do to remedy this ugly situation would be glad to hear from you in response to this predicamentthanks  nbsp  nbsp  nbsp  post transferred from blog article  subjecttitle edited accordingly","joy","negative"
"346","recently skype has been incredibly slow to recieve messages also sending can take a long timenbsp if someone send me a message i receive it on my windows  phone instantly this is presumably still using the old messenger transport my skype for desktop doesnt receive the same message for an hour or more sometimes which is really quite confusingsimilarly if i send a message from my pcnbspthe recipient doesnt get it immediately and in fact i have one still sitting in my message window which i sent several hours ago it has a little blue rotating circle and hovering the mouse over it shows not delivered yet and yet the user was online at the time i sent it and remained online for around two hours now he is offline and the little circle is still twiddling away the same twiddly circle also appears on my other pc which is also incredibly slow to send and receive one is win the other is winxp what is microsoft actually doing with skypehas anyone else experienced these delays recentlythanksnbsp","sadness","negative"
"349","nbspi bought a new computer and installed windows  on it i have installed skype  however whenever i try to call someone or join a group call i get the follow error messagenbspnbspproblem signatureproblem event name bexapplication name skypeexeapplication version application timestamp feefault module name stackhashbfault module version fault module timestamp exception offset pchdfromntdllxbbacexception code cexception dataampcolon os version locale id additional information  badditional information  beebfbfdedcdfbadditional information  cfaadditional information  cfabfefedfecaddenbspi have searched many answers throughout the forums but cannot seem to solve the problem since it is a new computer i have downloaded and updated all my computer graphics and audio updatesi do not believe i have a xonar audio card mine is a via sound cardi have tried uninstallinginstalling again even with msi filei have tried disabling programs when i restart windows and still does not seem to fix the problemi have attached the dxdiagtxt document as a zip as i seen many time it is requested to solve the problemnbsphope someone will have a solution to my problemthanks in advance                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                            dxdiagzip  kb","sadness","negative"
"350","since i got no replies to my previous post for help i contacted skype customer service directly after two live chats filling in all my details in the account recovery form and contacting customer servicenbsp with my problem directly i have now realised that it is completely and utterly pointless to do sonbspwhy because the only thing which now three different customer support representatives have done is send me a link to the exact same account recovery sytem which does not work for me at allnbspinbsp fill in my email  get reset token  put in token  get two optionsnbsp reset microsoft passwordor sign in with microsoft accountnbspbut i need to reset my skype password which i did as recently as april without any problemnbspi need to do this because when i sign into my skype account with my microsoft account none of my contacts show up at all but now there is no such option at all anymore all of my clients android and desktop have reset for some reason prompting me to input my skype password which i have forgotten stupidly but resetting my skype password simply never shows up as an option anywhere not even btw for my old skype account which i never linked up with microsoft but still only lets me reset or sign in with microsoftnbsptldr cant reset skype password as customer support continuously keep sending me a link to reset my microsoft password which i dont need to resetnbspanyone got any idea how to get out of this loop pleasenbsp","joy","negative"
"351","now i want to merge my microsoft account with this skype account to enable lyncskype functionalityi have existing skype account that i dont know the password of its been stored to skype client on my main computer so i get in and all every time i click on skype clients cant access your account and type in my registered account i get redirected to microsoft account page i cant reset skype password anywhere on microsoft account settings and thus anything from here forwards is useless to me i never receive any email from skype on how to reset my password nothing not even spam nor trashnbspso when i start skype and login using my microsoft account i cant merge it with skype as i always get redirected to microsoft account page same happens on skype website if it at any point asks me to sign in i only get options to reset microsoft account passwordnbspwhat magic has to be performed to get that bloody skype client to give me tools to reset my skype account password im using skype so little i might just uninstall it and tell my friends and family to connect me via competitor services","sadness","neutral"
"355","topic title updated by moderator to be more descriptive original topic title was forever recent messages  nbsp  in skype for windows  latest version i have  recent messages that i am unable to mark as read this is quite irritating as i do wish to hear sounds from skype but i wish to see when people message or call me by the orange dot indicator at the bottom on my taskbar this is impossible when the indicator is constantly there from the recent messages can someone walk me through how to mark the messages as read i have tried rightclicking recent and clicking mark as read and it does nothing and it greyed out  nbsp  i have also looked in the conversation dropdown menu and their is no mark all as read option only mark all as unread for some odd reason their is a file attached it is a screenshot of my problemnbsp                                                                                                            attachments                                                                            skype screenshot of probrempng  kb","anger","negative"
"356","it has been a while since ive first encountered this problem namely i cannot use my microsoft accounts when booting windows xpnbspi have no problems when using vista windows  or linux and i can sign in with my microsoft account and use skype as usual but i do have this issues with windows xp i can use my skype name to sign in but i cannot use my microsoft account to sign in under windows xp i always get the following messagenbspsorry we dont recognize your sign in details  please check your skype name and password then try againnbspi suppose this has something to do with microsoft end of support for windows xp  it is either this or maybe it has something to do with my present location gt eastern europeromania                                                                                                                  solved                          go to solution                                                                                                                  attachments                                                                            screen shot png  kb","joy","negative"
"357","hi friendsi have solved the skype sign in problem for nokia c ne and all symbian nontouch screenss vnowhow to solve this problemfollow these stepsinstall skype in your phones memoryhack your phone by these easy stepsinstall norton symbian hack in your phoneafter installopen itand open options then click on antivirus then click on quartinine list then click on restore allinstall rom patcher plus and open ityou will see two options install serv for all and open for allclick on these options and both option will be greennow exit rom patcher plusnow download the zip file from this linkwwwsharedcomzipaubezgceskypsigninfilesforsvhtml extract it and youll get two files sharedxml and sharedlcknow copy thes files to c  phone memoryprivatedskypeattentionyou need to install netqin mobile guard to copy these two filesinstall and open netqin mobile guardclick at file managerthe click at c phone memoryyou will see a folder name is privateopen itthe open the foldername is dhere you will see a folder which name is skypeif this folder is not herecreate folderskypenow copy those two filessharedxml and sharedlck in this foldernow try to sign inskype will sign in in first tryenjoyfile download linkwwwsharedcomzipaubezgceskypsigninfilesforsvhtml                                                                                                                   solved                          go to solution","sadness","negative"
"358","right this has been doing my nut right in yet another problem with some microsoft technologynbspwhen ms applications work they work great but when they go wrong they go bleep up in a big waynbspive had a skype account for years granted i may have not signed in for almost a year but i dont think its the first time ive had a long time away from skype and ive always been able to sign back into my accountnbspso i know my username but forgotten password  hit forgot pwd link  entered account email  received code in email  copy and pasted code into code textbox  hit submit or send whatever it isnbspresult skype cannot find an associated account or words to that effectnbspi have tried the same process but by sending forgotten pwd code to my mobile in an sms the same thing happens cannot find my accountnbspso i fear i have lost all my contacts and any credit i may have had leftnbspso i assumed my account must be gone i create a new account using my old username result an account already exists with the username supplied i very much doubt there is another account with my username as it is too unique a made up word with meaning only to me if there is another account with this username it would be a firstmore likely however is that my original account still exists but is failing on an epic scale to allow me to regain access by taking me through the usual automated channels or skype  ms have done some kind of server migration and ballsd it up along the way which has create some db relational cokc up or somethingnbspso next i created a whole new account after reluctantly accepting defeat and pulling my hair out over the bloody stupid impossible task of trying to get some support from these in house ms developed androids who must be working under the control of the evil mr bgnbspafter i successfully created a new account guess what cant sign in with that account duno who you are why not get support or hit the forgotten pwd grrrrrr are you taking the biscuitnbspanother thing getting support going to the support page and hitting the support request page link redirects to the create account page if thats not bleepe customer support i dont know what isit looks like just a simple link error more like a way of getting out of doing any worknbspthird time lucky new account has allowed me to eventually sign in here and blow off a bit of steam but still havnt got my original account backnbspif anyone gives a hoot and is able to look into this pain in the arse error i would be very grateful and try and not slag you off to every person who tries to talk to me about skype or msnbspfyi this isnt a byass thinig because i dont like apple either with all its locked down culture so you do have your good points msnbsprant over nbsp gtlt","joy","negative"
"361","during a skype call video call or simple audio call the microphone on my macbook air does not worknbspi have followed many of the previous suggestions including complicated system reboots no successnbspi believe this is now something skype has to fixnbspnbspi have tried the followingnbspa comspeechsythesisserver has been removed from activity monitornbspb shutting down removing of skype app and reloading the app including restarting my computercnbspskypenbspgtnbsppreferences…nbspand then clicknbspaudiovideo select internal microphonenbsp i have done a hard reboot from cold still no microphone workingnbspe probably the most complicated thing i have done so far is go to the internal intel sound card and run a program fixrepair through that and it did not workskype  over to you this is software problem that needs addressing by the skype team when is it going to be fixednbsp","unknown","negative"
"375","i just installed skype  and after a few hours of trying to understand the relationship of my skype name and microsoft account passwords i set up my account and profilenbsp my brother looked me up and set his invitation and so now is in my contacts list and is the only onenbsp i cannot search for or lookupnbspfriends on skypenbsp i seach for a solution and found on supportskypecom the subject skype  and above for windows desktop the new skype for windows desktop wherein i am advised to enter any of full name skype name or email in the search box and click seach skypenbsp there is no such buttonnbspnbsp if i cannot search for people i cannot add them to contactsnbsp if this is the new nonfunctionality then skype is of little use to menbsp i do not use facebook and do not intend to do so                                                                                                                  solved                          go to solution","joy","negative"
"377","there are two things you can do you can either update to  and see if you like the layout after a few options ticked on or you can revert to  and block updates of skype altogethernbspdownload skype nbsp to tools gt options gt im amp sms gt im settings gt compact chat view onalso view gt compact sidebar view onalso tools gt options gt im amp sms gt im appearance gt show oversized emoticons offand i also recommend control panel gt internet options gt security gt restricted sites gt sites gt add gmsncom and appsskypecomnbspnbspornbspdownload skype  from  or  sure you go to control panel gt administrative tools gt services gt skype updater gt set to disablednbspand i also recommend control panel gt internet options gt security gt restricted sites gt sites gt add gmsncom and appsskypecomnbspto block download of skype completely go to windowssystemdriversetchosts and addnbspdownloadskypecom ","joy","negative"
"379","confirmation emails from skype nbsp why are they in chinese when sent to my email this always looks dodgy to me can skype explain this  i just activated a voucher for buying a nokia  and a  month nbspworld call offer sorted this on my mobile via wifi on the train too worknbspthis is the email i get is it genuine why in chinesenbspnbsppaul nbspremoved for privacygbp nbsp  “”nbspnbspskype nbsp   nbsp  nbspnbspskypenbsp nbspnbsp nbspnbsp nbspnbsp nbspnbsp nbspskype skypeskypeskypeskypenbspskypeskype  skypemicrosoftskype“s”skypenbspskype communications sarl  rives de clausen l luxembourg","sadness","negative"
"391","has it occurred to you evil microsoft scumbag developers that skype might be used only on occasion and in emergencies how can that be possible when a new version has to be downloaded every time one needs to connect and take the time to install it while on bad connections in airports etc and a need for urgency is required all versions of skype used to connect without hindrances now i can not connect simply because i moved the folder of my skype portable to another file folder has it occurred to you that skype used to be used as a cross cultural cross continental platform for reaching out to people from all over the world people would use it while traveling studying abroad working abroad or simply from hotels and airports when they needed a ride stop tracking our ips and requiring a consistent ip to sign in people would also use skype to meet people cross internationally that was the most exciting thing about the internet when it came about contacting people in other countries and far far away and making friends online i was absolutely amazed when i once could practice my language skills with someone in a country thousands of miles away how can that be possible when the default settings are to restrict settings to people on your contact list already yet paradoxically anyone can riskily connect to your computer with a voice call what kind of tyranny of the default is that has it occurred to you that the first level of security online is anonymity online thats why since the advent of the internet people have used handles screen names and nicks stop asking for peoples personal information has it occurred to you that with touch screens these days and the accidentally hit caps locks keys that someone might accidentally enter their passwords incorrectly more than three times this is especially the case for the elderly stop locking people out of their accounts if they incorrectly enter their passwords more than three times security is using anonymity and strong passwords make it  times at the least so knock it off there was a time when software makers strove to make software easier to use more userfriendly remember that term and more accessible get back to it make skype more universally accessible remove all the restrictions to the connections except of course tsl and ssl allow people to connect to each other safely and anonymously and securely without being snooped upon like the sick creepy stalkers that you are allow people to connect using all versions or at least since version  to connect to one another","joy","negative"
"401","i had this problem too after the recent automatic update to the latest version one of my contacts appeared with the grey question mark i ended up uninstalling the latest version and going back to the previous version my contact still has the greyed out question mark but they are still in my contacts when i change the contact list to show skype contacts only and then select remove contacts who have not shared contact details they still stay in my contact list i have also tried the show all contacts and their messenger name then appears too i tried the remove contacts who havent shared contact details again but both their names stay in my contact listnbsp plus when i check my outlook contacts list i can still see the call and video buttons which only show if a contact is signed in and online whether invisible or notnbsp if someone had removed you from their contact list then you wouldnt see these call buttons because they only appear to a contact if a person is signed in and showing as online or who are still actually online but in invisible modenbspi could be wrong about this but i think its possibly a syncing problemnbsp i have now chosen to turn off the automatic updates because i dont want this problem every time skype updates to a newer versionnbsp from reading previous posts i think there are a few people who have had this issue with contacts suddenly appearing with the grey question mark but who are still in actual fact contacts of each other and havent been removed by either party","disgust","negative"
"402","this is fing outrageousi am traveling overseas in three days  with i thought my lumia     joke of a phonenbsp so i go on to resign up for skype it is on my phone alreadynbsp inbspeven paid money into the account and signed up for the international calling subscriptionnbsp but i still cannot sign in on my handset despite resetting the passwordnbsp works fine on the pc just not on the handsetonly after spending hours trying to figurenbspthis mess out i discover oh its not my passwordnbspits that ms simply doesnt allow anyone tonbspuse skypenbspon a wp phone anymorenbsp inbspam totally disgusted and furiousnbsp so its available onnbspandroid and iphone and omgnbspblackberry but not wpi am now going to drive go thenbspdamned microsoft store  miles away and demand theynbspeither swap out my lumia for a new onenbspwith  or inbspmay justnbspbuy one take mynbsptrip  and then return the lousy thing back to the store when i returnnbsp to hell with them if this is how ms treats customersnbsp i mean really cut off skype like this for no reason","anger","negative"
"407","azmarisela wrotei found a solutionnbspnbsp wrotei found a solutionnbspnbsp for your suggestion for windows  desktop skype  where with some messing around you can persude skype to provide the usercontrolled communication system experience we used to enjoynbspsadly your suggested solution from the skype faq list fails to work for windows  rt which still insists on the full social media experience and doesnt allow use of a skype login it insists on a ms login and takes over the sykpe contact listnbspnbsp despite the promises for windows  the rt version doesnt comply with these and this is typically not mentionednbsp it doesnt seem to be possible to use the app store skype for windows  rt in the manner promisednbsp like many users i dont want a ms social media presence  i just want to use skype with the same skype login and user control i use on other devicesnbspbconfused","anger","positive"
"410","hi danlepagein this post  ive tried to describe what you need to donbspif you have a skype account created through the use of a microsoft account or a facebook account you have to do some not soo obvious things if you want to change your primary emailnbsp that is what i try to describe in the postnbspif your skype account was created as a normal skype user where you log in with anbsp username and password then you should not have any problems just remember that the password you are supposed to enter when changng the primary mail is the password of your skype user i say this because you might be using a microsoft or facebook account to lognbspon even in this casenbspit is all very confusing and skype support also have problems helping you  i spent  minutes in a chat session just to be told it cannt be done two hours later i stumbled on a solutionworkaround nbsp","unknown","negative"
"411","dear developersnbspthere are again stupid issues which make skype unusablenbspsince images are displayed in conversations i often receive images i cannot open they have a byte size the thumbnail is created however this mostly happens tonbspimages in the clipboard which are pasted into the conversationthe same goes to images i send people say they are also of byte size but can see the thumbnailswhen deleting the images in appdataskypeusernamemediamessagingmediacache but not deleting the folder asyncdb skype cant correctly start anymore i get to the main window but as soon as i open a conversation the hdd usage goes up to an extreme maybe itsnbspsearching for the images it cant find over and overnbspthis is on an ssd driveafter deleting asyncdb the problem is fixedwhy asking for such a problem if its my own fault since i tempered with my profile folder simplenbspthis folder grows up to an exorbitantnbspcollection of images and thumbnails i do not wantnbspwhile skype is running i can delete all these images but asyncdb is in use at the next start it fücks upeither fix an elementaryschoolbug or let my hdd fill up with imagesthanks for your attention","surprise","negative"
"420","i have a problem with skype on my android tablet when i make a video or voice call it kept idle as skype blue colour and no responsemy tablet details arebrand iball slidemodel g qandroid version kernel version iball slide nbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp jenkinswhcis nbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp mon mar   cst build number iballslidepibdjbmrnbspi have tried so many things like installing older versions of skype and update the tablet firmwarenothing progressfinally i installed catloglog reader and get log filei have attached the log file kindly find the file attachmenti hope someone has help me to solve this issuenbspregardsarun dayalane                                                                                                            attachments                                                                            logcatanddeviceinfozip  kb","joy","negative"
"421","hello everyone i have serveral problems on my skype i use skype on windows  i have had these problems once or twice and i usually fixed it by simply deleting the program and redownloading it i got the issue again and i dont mostly everything to fix it but nothing works the issue or problem im having is pretty simple i cant call message or change my status everytime i message someone something it just never sends and the loading thing just keeps circuling around and around and never sends when i send a picture all it say is failed to uploadsend when i try calling the call never rings and just stays there forever and i cant end it i usually have to restart my skype to get out of it the last issue is changing my status usually when i change my status the program doesnt do anything basically those are my issues for my skype i saw some other people having the similar issue some helping people gave them some advice i followed the steps to fix the problem i tried first by doing the press the windows key and r and type in appdata then it said to rename the skype folder oldskype i did that but sadly another problem occured it said you cannot rename because this file is open in another programplace i dont know where because i already closed my skype and quit out of it the second thing i did was to press the windows key again and to click r and to type in tempskype next i had to delete a folder called dbtemp the same problem again occurred  you cannot delete this folder because the file is open in another programplace i decided to rethink and get the modern skype for windows the original problem was still there i cant call or message or change my status on either of my skypes skype desktop and modern windows skype i gave a thought and said what if it was my computer i denied that thought because my internet browser and regular pc games still worked and operated just fine then i said what if its just my skype profile itself  i also countered that thought by the fact i was still able to use skype on my mobile phone this isssue is really a pain killer i use skype for communicating with friends and i cannot convince them to use another program instead of skype and using my mobile device while playing pc games on my computer makes my games lag and crash please i request assisstance and help from anybodynbsp                                                                                                                  solved                          go to solution","sadness","neutral"
"422","im a new macbook pro user who has transitioned from being a windows user and i have downloaded skype to use being a windows user i have adapted to being notified whennbspa contact has appeared online since skype for mac did not do so i have taken the privilege tonbspallow this in system preferencesgtnotificationsgtdetails and selecting display visual notificaiton under the event contact becomes available but heres the problemi am getting notifications that my contacts are going offline in a visual notification displaying eventnotificatorcontactwentofflinetitleone  this is extremely obnoxious especially because the message is not in the correct format as it should be kept concise egnbspcontact went offline however when i turn off the visual notification for when a contact does come online it disappears the problem here again is that i now do not get notified when a contact goes onlineive already tried reinstalling are there any solutions to thisfor reference i am a using versionnbspskype ","disgust","negative"
"423","trying to link skype to my microsoft account has turned out to be a real headache as i seemed to have muddled my existing skpe accountly with a defunct account that has been closednbspi cant link my skype account because my microsoft account is linked to a defunct skype account that i created by mistake in order to link to my new account i need to unlink mynbspdefunct skype accountnbspbefore i can link to my existing skype accountnbspthe problem is thus because the defunct account has been closed i am not able to unlink it from my microsoft account if i cannot unlink the defunct skype account therefore i will not be able to liking my existing skpe accounthence i am in a terrible muddlenbspi have tried sending messages to the support team but they dont seem to understand my plight hence i am going around in circles with no resolution in sight can anyone help menbspnbspi should add that this is a muddle of my own making but the account linking process is not helping eithernbsp when i try to login to skype using my microsoft account i am redirected to the skype name login page for my defunct skype accountnbsp my microsoft account says i am linked to my existing skpe account but not vice versa                                                                                                                  solved                          go to solution","fear","negative"
"424","dear skype please stop what you are doing i was one of the first people globally to use skype and what you have been doing recentlynbspis ruining it each new version seems to get slower and more problematicnbspnbspthe newest interface you have created is obviously heavy amp demanding doing even the essentials takes too much time everything now is slow loading up changing from contacts to recent starting a call accepting a call slow and cumbersome amp frequently buggy too just because average device processing power ram capacity amp connection speeds have increased does not mean you should throw an unnecessarily heavy app togethernbspskypenbspused to be almost instantaneous i think you are trying to make it too clever amp too graphical  and as a result you have lost the essence of what made skype skype quick easy problemfree point amp shoot commsnbspnow i almost hate having to use it as i can almost always be assured that a wait and new bugs will appearplease simplify simplify simpify back to basics lighter back to the essentials of what it is for thanks","anger","neutral"
"425","i have a user that uses skype version  on both a windows  workstation and  the  is on a surface tablet the user is having difficulty typing messages in skype without it locking up and crashing this usually results in the user having to retype their message all over again i have tried all of the basic troubleshooting i see around these forums as far as updating drivers reinstalling skype andnbspresetting internet explorer settingsnbspwere using mafee virusscan enteprise version  but we do have as many exclusions set as possible for skype anyone have any other options we can try here are a couple dxdiag files one for the windows  workstation and the other for the windows  surface both are in the same zip file thanks in advance                                                                                                            attachments                                                                            dxdiag for skypezip  kb","unknown","negative"
